レースコード,レース日,レース場コード,レース場,レース回,タイトル,日次,グレード,ナイター,レース名,電話投票締切予定,中止状態
202609101304,2026-09-10,13,尼崎,4R,第２５回報知ローズカップ争奪戦,４日目,IP,D,一般,11:59,
202609101305,2026-09-10,13,尼崎,5R,第２５回報知ローズカップ争奪戦,４日目,IP,D,一般,12:28,
202609101306,2026-09-10,13,尼崎,6R,第２５回報知ローズカップ争奪戦,４日目,IP,D,昼どきピンクル,12:56,
202609101307,2026-09-10,13,尼崎,7R,第２５回報知ローズカップ争奪戦,４日目,IP,D,一般,13:27,
202609101308,2026-09-10,13,尼崎,8R,第２５回報知ローズカップ争奪戦,４日目,IP,D,一般,14:06,
202609101309,2026-09-10,13,尼崎,9R,第２５回報知ローズカップ争奪戦,４日目,IP,D,一般,14:42,
202609101310,2026-09-10,13,尼崎,10R,第２５回報知ローズカップ争奪戦,４日目,IP,D,準優勝戦,15:10,
202609101311,2026-09-10,13,尼崎,11R,第２５回報知ローズカップ争奪戦,４日目,IP,D,準優勝戦,15:40,
202609101312,2026-09-10,13,尼崎,12R,第２５回報知ローズカップ争奪戦,４日目,IP,D,準優勝戦,16:23,
202609101401,2026-09-10,14,鳴門,1R,ヴィーナスシリーズ第１２戦　マクール杯競走,５日目,IP,M,とるならなると,08:44,
202609101402,2026-09-10,14,鳴門,2R,ヴィーナスシリーズ第１２戦　マクール杯競走,５日目,IP,M,どーなるなると,09:10,
202609101403,2026-09-10,14,鳴門,3R,ヴィーナスシリーズ第１２戦　マクール杯競走,５日目,IP,M,どきどきなると,09:36,
202609101404,2026-09-10,14,鳴門,4R,ヴィーナスシリーズ第１２戦　マクール杯競走,５日目,IP,M,とにかくなると,10:02,
202609101405,2026-09-10,14,鳴門,5R,ヴィーナスシリーズ第１２戦　マクール杯競走,５日目,IP,M,一般,10:28,
202609101406,2026-09-10,14,鳴門,6R,ヴィーナスシリーズ第１２戦　マクール杯競走,５日目,IP,M,一般,10:58,
202609101407,2026-09-10,14,鳴門,7R,ヴィーナスシリーズ第１２戦　マクール杯競走,５日目,IP,M,一般,11:28,
202609101408,2026-09-10,14,鳴門,8R,ヴィーナスシリーズ第１２戦　マクール杯競走,５日目,IP,M,一般,12:05,
202609101409,2026-09-10,14,鳴門,9R,ヴィーナスシリーズ第１２戦　マクール杯競走,５日目,IP,M,一般,12:38,
202609101410,2026-09-10,14,鳴門,10R,ヴィーナスシリーズ第１２戦　マクール杯競走,５日目,IP,M,準優勝戦,13:09,
202609101411,2026-09-10,14,鳴門,11R,ヴィーナスシリーズ第１２戦　マクール杯競走,５日目,IP,M,準優勝戦,13:49,
202609101412,2026-09-10,14,鳴門,12R,ヴィーナスシリーズ第１２戦　マクール杯競走,５日目,IP,M,準優勝戦,14:28,
202609101601,2026-09-10,16,児島,1R,大阪スポーツ杯,４日目,IP,D,朝得ガァ〜コ戦,10:53,
202609101602,2026-09-10,16,児島,2R,大阪スポーツ杯,４日目,IP,D,予選,11:22,
202609101603,2026-09-10,16,児島,3R,大阪スポーツ杯,４日目,IP,D,予選,11:49,
202609101604,2026-09-10,16,児島,4R,大阪スポーツ杯,４日目,IP,D,コジマだ４っ！,12:20,
202609101605,2026-09-10,16,児島,5R,大阪スポーツ杯,４日目,IP,D,日替艇食戦,12:50,
202609101606,2026-09-10,16,児島,6R,大阪スポーツ杯,４日目,IP,D,予選,13:18,
202609101607,2026-09-10,16,児島,7R,大阪スポーツ杯,４日目,IP,D,予選,13:46,
202609101608,2026-09-10,16,児島,8R,大阪スポーツ杯,４日目,IP,D,予選,14:21,
202609101609,2026-09-10,16,児島,9R,大阪スポーツ杯,４日目,IP,D,これしか９じゃ,14:50,
202609101610,2026-09-10,16,児島,10R,大阪スポーツ杯,４日目,IP,D,予選特賞,15:27,
202609101611,2026-09-10,16,児島,11R,大阪スポーツ杯,４日目,IP,D,予選特選,16:01,
202609101612,2026-09-10,16,児島,12R,大阪スポーツ杯,４日目,IP,D,記者選抜戦,16:44,
202609101701,2026-09-10,17,宮島,1R,ＢＯＡＴＲＡＣＥ振興会会長賞,２日目,IP,D,ファーストＢ,10:45,
202609101702,2026-09-10,17,宮島,2R,ＢＯＡＴＲＡＣＥ振興会会長賞,２日目,IP,D,予選,11:11,
202609101703,2026-09-10,17,宮島,3R,ＢＯＡＴＲＡＣＥ振興会会長賞,２日目,IP,D,予選,11:39,
202609101704,2026-09-10,17,宮島,4R,ＢＯＡＴＲＡＣＥ振興会会長賞,２日目,IP,D,予選,12:13,
202609101705,2026-09-10,17,宮島,5R,ＢＯＡＴＲＡＣＥ振興会会長賞,２日目,IP,D,ランチ特賞,12:42,
202609101706,2026-09-10,17,宮島,6R,ＢＯＡＴＲＡＣＥ振興会会長賞,２日目,IP,D,予選,13:08,
202609101707,2026-09-10,17,宮島,7R,ＢＯＡＴＲＡＣＥ振興会会長賞,２日目,IP,D,予選,13:39,
202609101708,2026-09-10,17,宮島,8R,ＢＯＡＴＲＡＣＥ振興会会長賞,２日目,IP,D,予選,14:10,
202609101709,2026-09-10,17,宮島,9R,ＢＯＡＴＲＡＣＥ振興会会長賞,２日目,IP,D,予選,14:37,
202609101710,2026-09-10,17,宮島,10R,ＢＯＡＴＲＡＣＥ振興会会長賞,２日目,IP,D,予選特賞,15:13,
202609101711,2026-09-10,17,宮島,11R,ＢＯＡＴＲＡＣＥ振興会会長賞,２日目,IP,D,予選特選,15:52,
202609101712,2026-09-10,17,宮島,12R,ＢＯＡＴＲＡＣＥ振興会会長賞,２日目,IP,D,モンタ特選,16:32,
202609102001,2026-09-10,20,若松,1R,唐十杯,２日目,IP,N,予選,15:20,
202609102002,2026-09-10,20,若松,2R,唐十杯,２日目,IP,N,予選,15:44,
202609102003,2026-09-10,20,若松,3R,唐十杯,２日目,IP,N,予選,16:09,
202609102004,2026-09-10,20,若松,4R,唐十杯,２日目,IP,N,予選,16:34,
202609102005,2026-09-10,20,若松,5R,唐十杯,２日目,IP,N,進入固定戦隊,17:01,
202609102006,2026-09-10,20,若松,6R,唐十杯,２日目,IP,N,予選,17:28,
202609102007,2026-09-10,20,若松,7R,唐十杯,２日目,IP,N,予選特賞,17:55,
202609102008,2026-09-10,20,若松,8R,唐十杯,２日目,IP,N,エイトビート,18:23,
202609102009,2026-09-10,20,若松,9R,唐十杯,２日目,IP,N,予選,18:54,
202609102010,2026-09-10,20,若松,10R,唐十杯,２日目,IP,N,予選特賞,19:25,
202609102011,2026-09-10,20,若松,11R,唐十杯,２日目,IP,N,予選特選,19:58,
202609102012,2026-09-10,20,若松,12R,唐十杯,２日目,IP,N,予選特選,20:30,
202609102101,2026-09-10,21,芦屋,1R,ＢＯＡＴＲＡＣＥ振興会会長賞,２日目,IP,M,サンライズＶ戦,08:32,
202609102102,2026-09-10,21,芦屋,2R,ＢＯＡＴＲＡＣＥ振興会会長賞,２日目,IP,M,サンライズＷ戦,08:58,
202609102103,2026-09-10,21,芦屋,3R,ＢＯＡＴＲＡＣＥ振興会会長賞,２日目,IP,M,サンライズＸ戦,09:24,
202609102104,2026-09-10,21,芦屋,4R,ＢＯＡＴＲＡＣＥ振興会会長賞,２日目,IP,M,サンライズＹ戦,09:50,
202609102105,2026-09-10,21,芦屋,5R,ＢＯＡＴＲＡＣＥ振興会会長賞,２日目,IP,M,サンライズＺ戦,10:18,
202609102106,2026-09-10,21,芦屋,6R,ＢＯＡＴＲＡＣＥ振興会会長賞,２日目,IP,M,予選,10:47,
202609102107,2026-09-10,21,芦屋,7R,ＢＯＡＴＲＡＣＥ振興会会長賞,２日目,IP,M,予選,11:18,
202609102108,2026-09-10,21,芦屋,8R,ＢＯＡＴＲＡＣＥ振興会会長賞,２日目,IP,M,予選,11:51,
202609102109,2026-09-10,21,芦屋,9R,ＢＯＡＴＲＡＣＥ振興会会長賞,２日目,IP,M,予選特賞,12:24,
202609102110,2026-09-10,21,芦屋,10R,ＢＯＡＴＲＡＣＥ振興会会長賞,２日目,IP,M,予選特賞,12:58,
202609102111,2026-09-10,21,芦屋,11R,ＢＯＡＴＲＡＣＥ振興会会長賞,２日目,IP,M,予選特選,13:34,
202609102112,2026-09-10,21,芦屋,12R,ＢＯＡＴＲＡＣＥ振興会会長賞,２日目,IP,M,予選特選,14:13,
202609102401,2026-09-10,24,大村,1R,開設７４周年記念　海の王者決定戦,４日目,G1,N,予選,15:15,
202609102402,2026-09-10,24,大村,2R,開設７４周年記念　海の王者決定戦,４日目,G1,N,予選,15:45,
202609102403,2026-09-10,24,大村,3R,開設７４周年記念　海の王者決定戦,４日目,G1,N,予選,16:15,
202609102404,2026-09-10,24,大村,4R,開設７４周年記念　海の王者決定戦,４日目,G1,N,予選,16:50,
202609102405,2026-09-10,24,大村,5R,開設７４周年記念　海の王者決定戦,４日目,G1,N,予選,17:19,
202609102406,2026-09-10,24,大村,6R,開設７４周年記念　海の王者決定戦,４日目,G1,N,予選,17:46,
202609102407,2026-09-10,24,大村,7R,開設７４周年記念　海の王者決定戦,４日目,G1,N,予選,18:13,
202609102408,2026-09-10,24,大村,8R,開設７４周年記念　海の王者決定戦,４日目,G1,N,予選,18:43,
202609102409,2026-09-10,24,大村,9R,開設７４周年記念　海の王者決定戦,４日目,G1,N,予選,19:14,
202609102410,2026-09-10,24,大村,10R,開設７４周年記念　海の王者決定戦,４日目,G1,N,予選,19:47,
202609102411,2026-09-10,24,大村,11R,開設７４周年記念　海の王者決定戦,４日目,G1,N,予選,20:16,
202609102412,2026-09-10,24,大村,12R,開設７４周年記念　海の王者決定戦,４日目,G1,N,予選,20:45,
