レースコード,レース日,レース場コード,レース場,レース回,タイトル,日次,グレード,ナイター,レース名,電話投票締切予定,中止状態
202609081406,2026-09-08,14,鳴門,6R,ヴィーナスシリーズ第１２戦　マクール杯競走,３日目,IP,M,予選,10:58,
202609081407,2026-09-08,14,鳴門,7R,ヴィーナスシリーズ第１２戦　マクール杯競走,３日目,IP,M,予選,11:28,
202609081408,2026-09-08,14,鳴門,8R,ヴィーナスシリーズ第１２戦　マクール杯競走,３日目,IP,M,予選,12:05,
202609081409,2026-09-08,14,鳴門,9R,ヴィーナスシリーズ第１２戦　マクール杯競走,３日目,IP,M,特賞,12:38,
202609081410,2026-09-08,14,鳴門,10R,ヴィーナスシリーズ第１２戦　マクール杯競走,３日目,IP,M,特賞,13:09,
202609081411,2026-09-08,14,鳴門,11R,ヴィーナスシリーズ第１２戦　マクール杯競走,３日目,IP,M,特選,13:49,
202609081412,2026-09-08,14,鳴門,12R,ヴィーナスシリーズ第１２戦　マクール杯競走,３日目,IP,M,特選,14:28,
202609081601,2026-09-08,16,児島,1R,大阪スポーツ杯,２日目,IP,D,朝得ガァ〜コ戦,10:53,
202609081602,2026-09-08,16,児島,2R,大阪スポーツ杯,２日目,IP,D,予選,11:22,
202609081603,2026-09-08,16,児島,3R,大阪スポーツ杯,２日目,IP,D,予選,11:49,
202609081604,2026-09-08,16,児島,4R,大阪スポーツ杯,２日目,IP,D,コジマだ４っ！,12:20,
202609081605,2026-09-08,16,児島,5R,大阪スポーツ杯,２日目,IP,D,日替艇食戦,12:50,
202609081606,2026-09-08,16,児島,6R,大阪スポーツ杯,２日目,IP,D,予選,13:27,
202609081607,2026-09-08,16,児島,7R,大阪スポーツ杯,２日目,IP,D,予選,13:59,
202609081608,2026-09-08,16,児島,8R,大阪スポーツ杯,２日目,IP,D,予選,14:35,
202609081609,2026-09-08,16,児島,9R,大阪スポーツ杯,２日目,IP,D,これしか９じゃ,15:06,
202609081610,2026-09-08,16,児島,10R,大阪スポーツ杯,２日目,IP,D,予選特賞,15:36,
202609081611,2026-09-08,16,児島,11R,大阪スポーツ杯,２日目,IP,D,予選特選,16:13,
202609081612,2026-09-08,16,児島,12R,大阪スポーツ杯,２日目,IP,D,記者選抜戦,16:48,
202609082401,2026-09-08,24,大村,1R,開設７４周年記念　海の王者決定戦,２日目,G1,N,予選,15:15,
202609082402,2026-09-08,24,大村,2R,開設７４周年記念　海の王者決定戦,２日目,G1,N,予選,15:45,
202609082403,2026-09-08,24,大村,3R,開設７４周年記念　海の王者決定戦,２日目,G1,N,予選,16:15,
202609082404,2026-09-08,24,大村,4R,開設７４周年記念　海の王者決定戦,２日目,G1,N,予選,16:50,
202609082405,2026-09-08,24,大村,5R,開設７４周年記念　海の王者決定戦,２日目,G1,N,予選,17:19,
202609082406,2026-09-08,24,大村,6R,開設７４周年記念　海の王者決定戦,２日目,G1,N,予選,17:46,
202609082407,2026-09-08,24,大村,7R,開設７４周年記念　海の王者決定戦,２日目,G1,N,予選,18:13,
202609082408,2026-09-08,24,大村,8R,開設７４周年記念　海の王者決定戦,２日目,G1,N,予選,18:43,
202609082409,2026-09-08,24,大村,9R,開設７４周年記念　海の王者決定戦,２日目,G1,N,予選,19:14,
202609082410,2026-09-08,24,大村,10R,開設７４周年記念　海の王者決定戦,２日目,G1,N,予選,19:47,
202609082411,2026-09-08,24,大村,11R,開設７４周年記念　海の王者決定戦,２日目,G1,N,予選,20:16,
202609082412,2026-09-08,24,大村,12R,開設７４周年記念　海の王者決定戦,２日目,G1,N,龍神ＤＲ,20:45,
