レースコード,レース日,レース場コード,レース場,レース回,タイトル,日次,グレード,ナイター,レース名,電話投票締切予定,中止状態
202609120801,2026-09-12,08,常滑,1R,ヴィーナスシリーズ第１３戦常滑シンデレラカップ,初　日,IP,D,朝トコ小判Ｒ,10:39,
202609120802,2026-09-12,08,常滑,2R,ヴィーナスシリーズ第１３戦常滑シンデレラカップ,初　日,IP,D,予選,11:06,
202609120803,2026-09-12,08,常滑,3R,ヴィーナスシリーズ第１３戦常滑シンデレラカップ,初　日,IP,D,予選,11:35,
202609120804,2026-09-12,08,常滑,4R,ヴィーナスシリーズ第１３戦常滑シンデレラカップ,初　日,IP,D,予選,12:05,
202609120805,2026-09-12,08,常滑,5R,ヴィーナスシリーズ第１３戦常滑シンデレラカップ,初　日,IP,D,三Ａ傑戦,12:35,
202609120806,2026-09-12,08,常滑,6R,ヴィーナスシリーズ第１３戦常滑シンデレラカップ,初　日,IP,D,昼トコ小判Ｒ,13:05,
202609120807,2026-09-12,08,常滑,7R,ヴィーナスシリーズ第１３戦常滑シンデレラカップ,初　日,IP,D,予選,13:36,
202609120808,2026-09-12,08,常滑,8R,ヴィーナスシリーズ第１３戦常滑シンデレラカップ,初　日,IP,D,予選,14:07,
202609120809,2026-09-12,08,常滑,9R,ヴィーナスシリーズ第１３戦常滑シンデレラカップ,初　日,IP,D,予選特賞,14:40,
202609120810,2026-09-12,08,常滑,10R,ヴィーナスシリーズ第１３戦常滑シンデレラカップ,初　日,IP,D,予選特賞,15:11,
202609120811,2026-09-12,08,常滑,11R,ヴィーナスシリーズ第１３戦常滑シンデレラカップ,初　日,IP,D,予選特選,15:47,
202609120812,2026-09-12,08,常滑,12R,ヴィーナスシリーズ第１３戦常滑シンデレラカップ,初　日,IP,D,１ｓｔドリーム,16:25,
202609120901,2026-09-12,09,津,1R,にっぽん未来プロジェクト競走ｉｎ津,初　日,IP,D,ツッキーレース,10:33,
202609120902,2026-09-12,09,津,2R,にっぽん未来プロジェクト競走ｉｎ津,初　日,IP,D,予選,11:00,
202609120903,2026-09-12,09,津,3R,にっぽん未来プロジェクト競走ｉｎ津,初　日,IP,D,予選,11:27,
202609120904,2026-09-12,09,津,4R,にっぽん未来プロジェクト競走ｉｎ津,初　日,IP,D,予選,11:57,
202609120905,2026-09-12,09,津,5R,にっぽん未来プロジェクト競走ｉｎ津,初　日,IP,D,５ールドレース,12:29,
202609120906,2026-09-12,09,津,6R,にっぽん未来プロジェクト競走ｉｎ津,初　日,IP,D,予選,13:00,
202609120907,2026-09-12,09,津,7R,にっぽん未来プロジェクト競走ｉｎ津,初　日,IP,D,予選,13:32,
202609120908,2026-09-12,09,津,8R,にっぽん未来プロジェクト競走ｉｎ津,初　日,IP,D,予選,14:04,
202609120909,2026-09-12,09,津,9R,にっぽん未来プロジェクト競走ｉｎ津,初　日,IP,D,予選特賞,14:36,
202609120910,2026-09-12,09,津,10R,にっぽん未来プロジェクト競走ｉｎ津,初　日,IP,D,予選特賞,15:08,
202609120911,2026-09-12,09,津,11R,にっぽん未来プロジェクト競走ｉｎ津,初　日,IP,D,予選特選,15:42,
202609120912,2026-09-12,09,津,12R,にっぽん未来プロジェクト競走ｉｎ津,初　日,IP,D,ドリーム戦,16:20,
202609121001,2026-09-12,10,三国,1R,福井ユナイテッド杯,初　日,IP,M,みくにあさイチ,08:32,
202609121002,2026-09-12,10,三国,2R,福井ユナイテッド杯,初　日,IP,M,みくにあさガチ,08:58,
202609121003,2026-09-12,10,三国,3R,福井ユナイテッド杯,初　日,IP,M,みくにあさズバ,09:24,
202609121004,2026-09-12,10,三国,4R,福井ユナイテッド杯,初　日,IP,M,みくにあさ推し,09:50,
202609121005,2026-09-12,10,三国,5R,福井ユナイテッド杯,初　日,IP,M,予選,10:18,
202609121006,2026-09-12,10,三国,6R,福井ユナイテッド杯,初　日,IP,M,予選,10:50,
202609121007,2026-09-12,10,三国,7R,福井ユナイテッド杯,初　日,IP,M,予選,11:20,
202609121008,2026-09-12,10,三国,8R,福井ユナイテッド杯,初　日,IP,M,予選,11:51,
202609121009,2026-09-12,10,三国,9R,福井ユナイテッド杯,初　日,IP,M,予選特賞,12:25,
202609121010,2026-09-12,10,三国,10R,福井ユナイテッド杯,初　日,IP,M,予選特賞,12:57,
202609121011,2026-09-12,10,三国,11R,福井ユナイテッド杯,初　日,IP,M,記者特選,13:34,
202609121012,2026-09-12,10,三国,12R,福井ユナイテッド杯,初　日,IP,M,シリーズ選抜,14:12,
202609121201,2026-09-12,12,住之江,1R,報知新聞社賞第６２回ダイナミック敢闘旗,２日目,IP,N,予選,15:17,
202609121202,2026-09-12,12,住之江,2R,報知新聞社賞第６２回ダイナミック敢闘旗,２日目,IP,N,予選,15:41,
202609121203,2026-09-12,12,住之江,3R,報知新聞社賞第６２回ダイナミック敢闘旗,２日目,IP,N,予選,16:06,
202609121204,2026-09-12,12,住之江,4R,報知新聞社賞第６２回ダイナミック敢闘旗,２日目,IP,N,予選,16:32,
202609121205,2026-09-12,12,住之江,5R,報知新聞社賞第６２回ダイナミック敢闘旗,２日目,IP,N,住之江ファイブ,17:01,
202609121206,2026-09-12,12,住之江,6R,報知新聞社賞第６２回ダイナミック敢闘旗,２日目,IP,N,予選特別Ｂ戦,17:28,
202609121207,2026-09-12,12,住之江,7R,報知新聞社賞第６２回ダイナミック敢闘旗,２日目,IP,N,予選,17:55,
202609121208,2026-09-12,12,住之江,8R,報知新聞社賞第６２回ダイナミック敢闘旗,２日目,IP,N,予選,18:23,
202609121209,2026-09-12,12,住之江,9R,報知新聞社賞第６２回ダイナミック敢闘旗,２日目,IP,N,予選,18:54,
202609121210,2026-09-12,12,住之江,10R,報知新聞社賞第６２回ダイナミック敢闘旗,２日目,IP,N,予選特別Ｂ戦,19:25,
202609121211,2026-09-12,12,住之江,11R,報知新聞社賞第６２回ダイナミック敢闘旗,２日目,IP,N,予選特別Ａ戦,19:58,
202609121212,2026-09-12,12,住之江,12R,報知新聞社賞第６２回ダイナミック敢闘旗,２日目,IP,N,予選特別Ａ戦,20:30,
202609121601,2026-09-12,16,児島,1R,大阪スポーツ杯,最終日,IP,D,朝得ガァ〜コ戦,10:57,
202609121602,2026-09-12,16,児島,2R,大阪スポーツ杯,最終日,IP,D,一般,11:25,
202609121603,2026-09-12,16,児島,3R,大阪スポーツ杯,最終日,IP,D,一般,11:55,
202609121604,2026-09-12,16,児島,4R,大阪スポーツ杯,最終日,IP,D,コジマだ４っ！,12:23,
202609121605,2026-09-12,16,児島,5R,大阪スポーツ杯,最終日,IP,D,日替艇食戦,12:54,
202609121606,2026-09-12,16,児島,6R,大阪スポーツ杯,最終日,IP,D,一般,13:25,
202609121607,2026-09-12,16,児島,7R,大阪スポーツ杯,最終日,IP,D,一般,13:55,
202609121608,2026-09-12,16,児島,8R,大阪スポーツ杯,最終日,IP,D,一般,14:30,
202609121609,2026-09-12,16,児島,9R,大阪スポーツ杯,最終日,IP,D,これしか９じゃ,15:02,
202609121610,2026-09-12,16,児島,10R,大阪スポーツ杯,最終日,IP,D,選抜戦,15:35,
202609121611,2026-09-12,16,児島,11R,大阪スポーツ杯,最終日,IP,D,選抜戦,16:09,
202609121612,2026-09-12,16,児島,12R,大阪スポーツ杯,最終日,IP,D,優勝戦,16:45,
202609121701,2026-09-12,17,宮島,1R,ＢＯＡＴＲＡＣＥ振興会会長賞,４日目,IP,D,ファーストＢ,10:38,
202609121702,2026-09-12,17,宮島,2R,ＢＯＡＴＲＡＣＥ振興会会長賞,４日目,IP,D,一般戦,11:15,
202609121703,2026-09-12,17,宮島,3R,ＢＯＡＴＲＡＣＥ振興会会長賞,４日目,IP,D,一般戦,11:44,
202609121704,2026-09-12,17,宮島,4R,ＢＯＡＴＲＡＣＥ振興会会長賞,４日目,IP,D,一般戦,12:10,
202609121705,2026-09-12,17,宮島,5R,ＢＯＡＴＲＡＣＥ振興会会長賞,４日目,IP,D,ランチタイム,12:42,
202609121706,2026-09-12,17,宮島,6R,ＢＯＡＴＲＡＣＥ振興会会長賞,４日目,IP,D,一般戦,13:13,
202609121707,2026-09-12,17,宮島,7R,ＢＯＡＴＲＡＣＥ振興会会長賞,４日目,IP,D,一般戦,13:44,
202609121708,2026-09-12,17,宮島,8R,ＢＯＡＴＲＡＣＥ振興会会長賞,４日目,IP,D,一般戦,14:15,
202609121709,2026-09-12,17,宮島,9R,ＢＯＡＴＲＡＣＥ振興会会長賞,４日目,IP,D,一般戦,14:47,
202609121710,2026-09-12,17,宮島,10R,ＢＯＡＴＲＡＣＥ振興会会長賞,４日目,IP,D,準優勝戦,15:19,
202609121711,2026-09-12,17,宮島,11R,ＢＯＡＴＲＡＣＥ振興会会長賞,４日目,IP,D,準優勝戦,15:54,
202609121712,2026-09-12,17,宮島,12R,ＢＯＡＴＲＡＣＥ振興会会長賞,４日目,IP,D,準優勝戦,16:35,
202609121801,2026-09-12,18,徳山,1R,ダイヤモンドカップ,初　日,G1,D,予選,10:42,
202609121802,2026-09-12,18,徳山,2R,ダイヤモンドカップ,初　日,G1,D,予選,11:11,
202609121803,2026-09-12,18,徳山,3R,ダイヤモンドカップ,初　日,G1,D,予選,11:41,
202609121804,2026-09-12,18,徳山,4R,ダイヤモンドカップ,初　日,G1,D,予選,12:12,
202609121805,2026-09-12,18,徳山,5R,ダイヤモンドカップ,初　日,G1,D,予選,12:43,
202609121806,2026-09-12,18,徳山,6R,ダイヤモンドカップ,初　日,G1,D,予選,13:14,
202609121807,2026-09-12,18,徳山,7R,ダイヤモンドカップ,初　日,G1,D,予選,13:45,
202609121808,2026-09-12,18,徳山,8R,ダイヤモンドカップ,初　日,G1,D,予選,14:17,
202609121809,2026-09-12,18,徳山,9R,ダイヤモンドカップ,初　日,G1,D,予選,14:50,
202609121810,2026-09-12,18,徳山,10R,ダイヤモンドカップ,初　日,G1,D,予選,15:24,
202609121811,2026-09-12,18,徳山,11R,ダイヤモンドカップ,初　日,G1,D,予選,16:00,
202609121812,2026-09-12,18,徳山,12R,ダイヤモンドカップ,初　日,G1,D,金剛ドリーム,16:38,
202609122001,2026-09-12,20,若松,1R,唐十杯,４日目,IP,N,予選,15:20,
202609122002,2026-09-12,20,若松,2R,唐十杯,４日目,IP,N,予選,15:51,
202609122003,2026-09-12,20,若松,3R,唐十杯,４日目,IP,N,予選,16:18,
202609122004,2026-09-12,20,若松,4R,唐十杯,４日目,IP,N,予選,16:43,
202609122005,2026-09-12,20,若松,5R,唐十杯,４日目,IP,N,進入固定戦隊,17:12,
202609122006,2026-09-12,20,若松,6R,唐十杯,４日目,IP,N,予選,17:37,
202609122007,2026-09-12,20,若松,7R,唐十杯,４日目,IP,N,予選特賞,18:04,
202609122008,2026-09-12,20,若松,8R,唐十杯,４日目,IP,N,エイトビート,18:33,
202609122009,2026-09-12,20,若松,9R,唐十杯,４日目,IP,N,予選,19:04,
202609122010,2026-09-12,20,若松,10R,唐十杯,４日目,IP,N,予選特賞,19:36,
202609122011,2026-09-12,20,若松,11R,唐十杯,４日目,IP,N,一般特選,20:07,
202609122012,2026-09-12,20,若松,12R,唐十杯,４日目,IP,N,一般特選,20:38,
202609122101,2026-09-12,21,芦屋,1R,ＢＯＡＴＲＡＣＥ振興会会長賞,４日目,IP,M,サンライズＶ戦,08:44,
202609122102,2026-09-12,21,芦屋,2R,ＢＯＡＴＲＡＣＥ振興会会長賞,４日目,IP,M,サンライズＷ戦,09:10,
202609122103,2026-09-12,21,芦屋,3R,ＢＯＡＴＲＡＣＥ振興会会長賞,４日目,IP,M,サンライズＸ戦,09:36,
202609122104,2026-09-12,21,芦屋,4R,ＢＯＡＴＲＡＣＥ振興会会長賞,４日目,IP,M,サンライズＹ戦,10:02,
202609122105,2026-09-12,21,芦屋,5R,ＢＯＡＴＲＡＣＥ振興会会長賞,４日目,IP,M,サンライズＺ戦,10:30,
202609122106,2026-09-12,21,芦屋,6R,ＢＯＡＴＲＡＣＥ振興会会長賞,４日目,IP,M,予選,10:59,
202609122107,2026-09-12,21,芦屋,7R,ＢＯＡＴＲＡＣＥ振興会会長賞,４日目,IP,M,予選,11:29,
202609122108,2026-09-12,21,芦屋,8R,ＢＯＡＴＲＡＣＥ振興会会長賞,４日目,IP,M,予選,11:59,
202609122109,2026-09-12,21,芦屋,9R,ＢＯＡＴＲＡＣＥ振興会会長賞,４日目,IP,M,予選特賞,12:33,
202609122110,2026-09-12,21,芦屋,10R,ＢＯＡＴＲＡＣＥ振興会会長賞,４日目,IP,M,予選特賞,13:08,
202609122111,2026-09-12,21,芦屋,11R,ＢＯＡＴＲＡＣＥ振興会会長賞,４日目,IP,M,予選特選,13:42,
202609122112,2026-09-12,21,芦屋,12R,ＢＯＡＴＲＡＣＥ振興会会長賞,４日目,IP,M,予選特選,14:23,
202609122401,2026-09-12,24,大村,1R,開設７４周年記念　海の王者決定戦,最終日,G1,N,一般,15:15,
202609122402,2026-09-12,24,大村,2R,開設７４周年記念　海の王者決定戦,最終日,G1,N,一般,15:45,
202609122403,2026-09-12,24,大村,3R,開設７４周年記念　海の王者決定戦,最終日,G1,N,一般,16:15,
202609122404,2026-09-12,24,大村,4R,開設７４周年記念　海の王者決定戦,最終日,G1,N,一般,16:50,
202609122405,2026-09-12,24,大村,5R,開設７４周年記念　海の王者決定戦,最終日,G1,N,一般,17:19,
202609122406,2026-09-12,24,大村,6R,開設７４周年記念　海の王者決定戦,最終日,G1,N,一般,17:46,
202609122407,2026-09-12,24,大村,7R,開設７４周年記念　海の王者決定戦,最終日,G1,N,一般,18:13,
202609122408,2026-09-12,24,大村,8R,開設７４周年記念　海の王者決定戦,最終日,G1,N,一般,18:43,
202609122409,2026-09-12,24,大村,9R,開設７４周年記念　海の王者決定戦,最終日,G1,N,発祥地選抜戦,19:14,
202609122410,2026-09-12,24,大村,10R,開設７４周年記念　海の王者決定戦,最終日,G1,N,特別選抜戦,19:47,
202609122411,2026-09-12,24,大村,11R,開設７４周年記念　海の王者決定戦,最終日,G1,N,特別選抜戦,20:16,
202609122412,2026-09-12,24,大村,12R,開設７４周年記念　海の王者決定戦,最終日,G1,N,優勝戦,20:45,
