場コード,基準節終了日,モーター番号,使用開始日,使用終了日,グレード,タイトル,使用者名,着順列
24,2026-09-04,28,2026-08-12,2026-08-17,ＧⅢ,オールレディース競走,三松 直美,４　６６４　６６５　６６
24,2026-09-04,28,2026-07-28,2026-07-31,一般,にっぽん未来プロジェクト競走ｉｎ大村　１,宮城 那菜,６　４６６３６
24,2026-09-04,29,2026-09-01,2026-09-04,一般,ミッドナイトボートレースｉｎ大村　８,寺島 吉彦,３２４　５４６６
24,2026-09-04,29,2026-08-12,2026-08-17,ＧⅢ,オールレディース競走,池田 浩美,５　２１１　２３５２[５]
24,2026-09-04,29,2026-08-06,2026-08-10,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,岩永 節也,３４１３５　５６２３
24,2026-09-04,30,2026-09-01,2026-09-04,一般,ミッドナイトボートレースｉｎ大村　８,青木 蓮,１　３落３１４３
24,2026-09-04,30,2026-08-20,2026-08-23,一般,ミッドナイトボートレースｉｎ大村　７,松田 隆司,６　１６６　６６
24,2026-09-04,30,2026-08-06,2026-08-10,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,宮地 博士,６５５　４６５　４４
24,2026-09-04,31,2026-08-20,2026-08-23,一般,ミッドナイトボートレースｉｎ大村　７,高野 心吾,２　５４６３２
24,2026-09-04,31,2026-08-12,2026-08-17,ＧⅢ,オールレディース競走,清埜 翔子,１５３２１１４　４２[４]
24,2026-09-04,31,2026-07-28,2026-07-31,一般,にっぽん未来プロジェクト競走ｉｎ大村　１,今坂 晃広,４　６５４　６５
24,2026-09-04,32,2026-09-01,2026-09-04,一般,ミッドナイトボートレースｉｎ大村　８,野末 智一,２１１３４３３１
24,2026-09-04,32,2026-08-12,2026-08-17,ＧⅢ,オールレディース競走,寺田 夢生,６　６６６６６　６　４
24,2026-09-04,32,2026-07-28,2026-07-31,一般,にっぽん未来プロジェクト競走ｉｎ大村　１,中井 俊祐,５　３５２　５６
24,2026-09-04,33,2026-09-01,2026-09-04,一般,ミッドナイトボートレースｉｎ大村　８,倉富 大誠,３　転５
24,2026-09-04,33,2026-08-12,2026-08-17,ＧⅢ,オールレディース競走,永井 聖美,３５３　２２妨　１　２１
24,2026-09-04,33,2026-07-28,2026-07-31,一般,にっぽん未来プロジェクト競走ｉｎ大村　１,平野 和明,２６３　３４４
24,2026-09-04,34,2026-09-01,2026-09-04,一般,ミッドナイトボートレースｉｎ大村　８,渡邉 健,５　６４２　６５
24,2026-09-04,34,2026-08-12,2026-08-17,ＧⅢ,オールレディース競走,嶋田 有里,５　４２１　５３５１３
24,2026-09-04,34,2026-08-06,2026-08-10,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,樋口 亮,４　４３３１２２[６]
24,2026-09-04,35,2026-09-01,2026-09-04,一般,ミッドナイトボートレースｉｎ大村　８,金山 立樹,４３５　６　４５
24,2026-09-04,35,2026-08-20,2026-08-23,一般,ミッドナイトボートレースｉｎ大村　７,三原 司,Ｆ６４　５　６
24,2026-09-04,35,2026-08-06,2026-08-10,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,宮本 夏樹,５　Ｆ６６　４　５
24,2026-09-04,36,2026-09-01,2026-09-04,一般,ミッドナイトボートレースｉｎ大村　８,坪口 竜也,２５４欠
24,2026-09-04,36,2026-08-12,2026-08-17,ＧⅢ,オールレディース競走,赤澤 文香,５６３　５６２　４　３２
24,2026-09-04,36,2026-08-06,2026-08-10,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,石橋 道友,１１１　１１２１[１]
24,2026-09-04,37,2026-08-20,2026-08-23,一般,ミッドナイトボートレースｉｎ大村　７,大月 遊雅,６　５４１　１３
24,2026-09-04,37,2026-08-12,2026-08-17,ＧⅢ,オールレディース競走,中北 涼,２３３　２３２２４　４
24,2026-09-04,37,2026-07-28,2026-07-31,一般,にっぽん未来プロジェクト競走ｉｎ大村　１,竹下 大樹,３１４１２５１２
24,2026-09-04,38,2026-08-20,2026-08-23,一般,ミッドナイトボートレースｉｎ大村　７,山崎 昂介,３　１３６３３２
24,2026-09-04,38,2026-08-12,2026-08-17,ＧⅢ,オールレディース競走,増本 杏珠,５３４５４　２　５４５
24,2026-09-04,38,2026-07-28,2026-07-31,一般,にっぽん未来プロジェクト競走ｉｎ大村　１,久永 祥平,２　２３１１[２]
24,2026-09-04,39,2026-09-01,2026-09-04,一般,ミッドナイトボートレースｉｎ大村　８,竹内 来,６６４　４　５６
24,2026-09-04,39,2026-08-12,2026-08-17,ＧⅢ,オールレディース競走,池田 美優,６　５４６６５　６　６
24,2026-09-04,39,2026-08-06,2026-08-10,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,田中 京介,２１３６５　２４１４
24,2026-09-04,40,2026-09-01,2026-09-04,一般,ミッドナイトボートレースｉｎ大村　８,中越 博紀,１１２　６２[４]
24,2026-09-04,40,2026-08-12,2026-08-17,ＧⅢ,オールレディース競走,樋口 由加里,１６２　２６５　２６３
24,2026-09-04,40,2026-07-28,2026-07-31,一般,にっぽん未来プロジェクト競走ｉｎ大村　１,刑部 亜里紗,４３５　６１５３
24,2026-09-04,41,2026-08-20,2026-08-23,一般,ミッドナイトボートレースｉｎ大村　７,國崎 良春,１２２１３１[２]
24,2026-09-04,41,2026-08-12,2026-08-17,ＧⅢ,オールレディース競走,山下 友貴,４１５１４　４１３４１３
24,2026-09-04,41,2026-07-28,2026-07-31,一般,にっぽん未来プロジェクト競走ｉｎ大村　１,赤坂 俊輔,２２１２４１[４]
24,2026-09-04,43,2026-09-01,2026-09-04,一般,ミッドナイトボートレースｉｎ大村　８,村田 敦,３４５　２６５
24,2026-09-04,43,2026-08-12,2026-08-17,ＧⅢ,オールレディース競走,森 陽多,６３６　５２６　６　４５
24,2026-09-04,43,2026-08-06,2026-08-10,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,村上 遼,２１２６１１３２[４]
24,2026-09-04,44,2026-08-20,2026-08-23,一般,ミッドナイトボートレースｉｎ大村　７,品田 直樹,２６１　１４２５
24,2026-09-04,44,2026-08-12,2026-08-17,ＧⅢ,オールレディース競走,加藤 綾,２２３　３２３　２４１３
24,2026-09-04,44,2026-08-06,2026-08-10,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,渡邊 伸太郎,２３５　２３１３３６
24,2026-09-04,45,2026-08-20,2026-08-23,一般,ミッドナイトボートレースｉｎ大村　７,新開 航,１１３１３１[４]
24,2026-09-04,45,2026-08-12,2026-08-17,ＧⅢ,オールレディース競走,黒澤 めぐみ,２２２　２３５３２３３１
24,2026-09-04,45,2026-07-28,2026-07-31,一般,にっぽん未来プロジェクト競走ｉｎ大村　１,中村 魁生,４１３３３　２２
24,2026-09-04,46,2026-08-20,2026-08-23,一般,ミッドナイトボートレースｉｎ大村　７,広瀬 聖仁,３１６　２６落欠
24,2026-09-04,46,2026-08-12,2026-08-17,ＧⅢ,オールレディース競走,西田 和加,５　５５６　３４５　５６
24,2026-09-04,46,2026-07-28,2026-07-31,一般,にっぽん未来プロジェクト競走ｉｎ大村　１,佐藤 駿介,６４６　２　６２
24,2026-09-04,47,2026-08-20,2026-08-23,一般,ミッドナイトボートレースｉｎ大村　７,板倉 敦史,４　４２５　５４
24,2026-09-04,47,2026-08-12,2026-08-17,ＧⅢ,オールレディース競走,冨名腰 桃奈,５　４２１　１転３２２
24,2026-09-04,47,2026-07-28,2026-07-31,一般,にっぽん未来プロジェクト競走ｉｎ大村　１,深川 麻奈美,３１３　１３２６
24,2026-09-04,48,2026-09-01,2026-09-04,一般,ミッドナイトボートレースｉｎ大村　８,永田 啓二,３１４２１５２
24,2026-09-04,48,2026-08-12,2026-08-17,ＧⅢ,オールレディース競走,山崎 小葉音,４４１　３５２５２　２
24,2026-09-04,48,2026-08-06,2026-08-10,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,西村 仁吾,６　Ｆ６６　６　転
24,2026-09-04,49,2026-08-20,2026-08-23,一般,ミッドナイトボートレースｉｎ大村　７,池田 雷太,５　１６４　６３
24,2026-09-04,49,2026-08-12,2026-08-17,ＧⅢ,オールレディース競走,伊藤 玲奈,４　２６３　６５３　３６
24,2026-09-04,49,2026-08-06,2026-08-10,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,大神 康司,４　４４３３３１２３
24,2026-09-04,50,2026-09-01,2026-09-04,一般,ミッドナイトボートレースｉｎ大村　８,宇土 泰就,５５３　３２３
24,2026-09-04,50,2026-08-20,2026-08-23,一般,ミッドナイトボートレースｉｎ大村　７,樋口 喜彦,４　５６５　５３
24,2026-09-04,50,2026-08-06,2026-08-10,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,石川 真二,２　１１２２１４１２
24,2026-09-04,51,2026-09-01,2026-09-04,一般,ミッドナイトボートレースｉｎ大村　８,浜崎 準也,２２３　１２[６]
24,2026-09-04,51,2026-08-20,2026-08-23,一般,ミッドナイトボートレースｉｎ大村　７,樅山 拓馬,３５５　１６２
24,2026-09-04,51,2026-08-06,2026-08-10,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,横田 貴満,４１３３３　５３５３
24,2026-09-04,52,2026-08-20,2026-08-23,一般,ミッドナイトボートレースｉｎ大村　７,廣瀬 将亨,１５６２４　４３
24,2026-09-04,52,2026-08-12,2026-08-17,ＧⅢ,オールレディース競走,関野 文,１６３　４１３１２４４２
24,2026-09-04,52,2026-07-28,2026-07-31,一般,にっぽん未来プロジェクト競走ｉｎ大村　１,渡邉 雄朗,５１４　６５５６
24,2026-09-04,53,2026-08-20,2026-08-23,一般,ミッドナイトボートレースｉｎ大村　７,岩永 雅人,５　４６２　４５
24,2026-09-04,53,2026-08-12,2026-08-17,ＧⅢ,オールレディース競走,武藤 綾子,４２５　３　５５６　２５
24,2026-09-04,53,2026-07-28,2026-07-31,一般,にっぽん未来プロジェクト競走ｉｎ大村　１,岡谷 健吾,６５６４４　１
24,2026-09-04,54,2026-08-20,2026-08-23,一般,ミッドナイトボートレースｉｎ大村　７,上瀧 絢也,６２２　４５５
24,2026-09-04,54,2026-08-12,2026-08-17,ＧⅢ,オールレディース競走,高木 茉白,３４２　５４４　６転５
24,2026-09-04,54,2026-07-28,2026-07-31,一般,にっぽん未来プロジェクト競走ｉｎ大村　１,西丸 侑太朗,１４２　２４１４
24,2026-09-04,55,2026-08-20,2026-08-23,一般,ミッドナイトボートレースｉｎ大村　７,谷川 将太,１６１　１５１４
24,2026-09-04,55,2026-08-12,2026-08-17,ＧⅢ,オールレディース競走,山口 真喜子,１２５６４５１　２３１２
24,2026-09-04,55,2026-07-28,2026-07-31,一般,にっぽん未来プロジェクト競走ｉｎ大村　１,土井 歩夢,２３２　１２[５]
24,2026-09-04,56,2026-09-01,2026-09-04,一般,ミッドナイトボートレースｉｎ大村　８,折下 寛法,５　１３５４３４
24,2026-09-04,56,2026-08-12,2026-08-17,ＧⅢ,オールレディース競走,中嶋 世奈,３５３　３５１６４　４
24,2026-09-04,56,2026-07-28,2026-07-31,一般,にっぽん未来プロジェクト競走ｉｎ大村　１,富永 夏哉人,５　４３３　２４
24,2026-09-04,57,2026-09-01,2026-09-04,一般,ミッドナイトボートレースｉｎ大村　８,前田 篤哉,４３２１１１[２]
24,2026-09-04,57,2026-08-12,2026-08-17,ＧⅢ,オールレディース競走,湯淺 紀香,１５４　２５１　１５１６
24,2026-09-04,57,2026-07-28,2026-07-31,一般,にっぽん未来プロジェクト競走ｉｎ大村　１,君島 秀三,１３１４３５１５
24,2026-09-04,58,2026-09-01,2026-09-04,一般,ミッドナイトボートレースｉｎ大村　８,渡辺 空依,３　５２１　５２
24,2026-09-04,58,2026-08-12,2026-08-17,ＧⅢ,オールレディース競走,松田 真実,１　１６４　２３１２[６]
24,2026-09-04,58,2026-07-28,2026-07-31,一般,にっぽん未来プロジェクト競走ｉｎ大村　１,小畑 楓夏,Ｆ５４　６　５
24,2026-09-04,59,2026-08-20,2026-08-23,一般,ミッドナイトボートレースｉｎ大村　７,堀本 翔太,５４４　５　３４
24,2026-09-04,59,2026-08-12,2026-08-17,ＧⅢ,オールレディース競走,仁科 さやか,６　４３６　１６１　５６
24,2026-09-04,59,2026-07-28,2026-07-31,一般,にっぽん未来プロジェクト競走ｉｎ大村　１,鈴木 雅希,２　１６２５４３
24,2026-09-04,60,2026-09-01,2026-09-04,一般,ミッドナイトボートレースｉｎ大村　８,佐々木 和伸,４２１６２５１３
24,2026-09-04,60,2026-08-20,2026-08-23,一般,ミッドナイトボートレースｉｎ大村　７,原田 雄次,６　２２６　１６
24,2026-09-04,60,2026-08-06,2026-08-10,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,木場 悠介,１４５５４　３５４４
24,2026-09-04,61,2026-09-01,2026-09-04,一般,ミッドナイトボートレースｉｎ大村　８,相原 利章,６　１４６２３５
24,2026-09-04,61,2026-08-12,2026-08-17,ＧⅢ,オールレディース競走,中村 紋夕梨,６４２３５　５１４　４
24,2026-09-04,61,2026-07-28,2026-07-31,一般,にっぽん未来プロジェクト競走ｉｎ大村　１,安藤 裕貴,４　５６４　４５
24,2026-09-04,62,2026-09-01,2026-09-04,一般,ミッドナイトボートレースｉｎ大村　８,西尾 亮輔,４３６　４５６
24,2026-09-04,62,2026-08-12,2026-08-17,ＧⅢ,オールレディース競走,平田 さやか,３２２　２３４　４５３１
24,2026-09-04,62,2026-08-06,2026-08-10,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,真庭 明志,２　１４４４１５１３
24,2026-09-04,63,2026-09-01,2026-09-04,一般,ミッドナイトボートレースｉｎ大村　８,妹尾 忠幸,３　２１４２[３]
24,2026-09-04,63,2026-08-12,2026-08-17,ＧⅢ,オールレディース競走,塩崎 桐加,２１１　４１５　５５６４
24,2026-09-04,63,2026-07-28,2026-07-31,一般,にっぽん未来プロジェクト競走ｉｎ大村　１,烏野 賢太,３２３１３４４２
24,2026-09-04,64,2026-09-01,2026-09-04,一般,ミッドナイトボートレースｉｎ大村　８,本村 大,１１６　転６１６
24,2026-09-04,64,2026-08-20,2026-08-23,一般,ミッドナイトボートレースｉｎ大村　７,山崎 鉄平,３３３　４４１３
24,2026-09-04,64,2026-08-06,2026-08-10,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,八戸 琉楓,５　６４５６４　６５
24,2026-09-04,65,2026-09-01,2026-09-04,一般,ミッドナイトボートレースｉｎ大村　８,岩永 節也,６２６　６３２２
24,2026-09-04,65,2026-08-12,2026-08-17,ＧⅢ,オールレディース競走,間庭 菜摘,１　４５３　３４２　２３
24,2026-09-04,65,2026-08-06,2026-08-10,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,中嶋 誠一郎,２５１　１２２４１３
24,2026-09-04,66,2026-09-01,2026-09-04,一般,ミッドナイトボートレースｉｎ大村　８,荒木 颯斗,３　２３１３１４
24,2026-09-04,66,2026-08-20,2026-08-23,一般,ミッドナイトボートレースｉｎ大村　７,佐竹 太一,５１４　６２５
24,2026-09-04,66,2026-08-06,2026-08-10,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,岡本 大,６６５４４　２　５６
24,2026-09-04,67,2026-09-01,2026-09-04,一般,ミッドナイトボートレースｉｎ大村　８,高井 駿弥,５５５　３　６６
24,2026-09-04,67,2026-08-20,2026-08-23,一般,ミッドナイトボートレースｉｎ大村　７,加藤 啓太,Ｆ３５　５　６
24,2026-09-04,67,2026-08-06,2026-08-10,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,本村 大,４　Ｆ６５　５　５
24,2026-09-04,68,2026-08-20,2026-08-23,一般,ミッドナイトボートレースｉｎ大村　７,山下 大輝,１４２５２２[３]
24,2026-09-04,68,2026-08-06,2026-08-10,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,高木 圭大,１６２６１５１６１６
24,2026-09-04,68,2026-07-28,2026-07-31,一般,にっぽん未来プロジェクト競走ｉｎ大村　１,吉田 宗弘,４６４５５　１
24,2026-09-04,69,2026-09-01,2026-09-04,一般,ミッドナイトボートレースｉｎ大村　８,三苫 晃幸,４　３４３　２４
24,2026-09-04,69,2026-08-12,2026-08-17,ＧⅢ,オールレディース競走,原村 百那,６４６　５５６　６　６５
24,2026-09-04,69,2026-08-06,2026-08-10,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,草場 康幸,５６１　５６５　３２
24,2026-09-04,70,2026-08-20,2026-08-23,一般,ミッドナイトボートレースｉｎ大村　７,上原 崚,３　４５４１１
24,2026-09-04,70,2026-08-12,2026-08-17,ＧⅢ,オールレディース競走,藤原 菜希,３４１１１　３２１１[２]
24,2026-09-04,70,2026-07-28,2026-07-31,一般,にっぽん未来プロジェクト競走ｉｎ大村　１,谷川 将太,６　１１５３１１
24,2026-09-04,71,2026-09-01,2026-09-04,一般,ミッドナイトボートレースｉｎ大村　８,市橋 卓士,２４１１４１[１]
24,2026-09-04,71,2026-08-20,2026-08-23,一般,ミッドナイトボートレースｉｎ大村　７,浦田 晃嗣,２６６　６　５欠
24,2026-09-04,71,2026-08-06,2026-08-10,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,尾崎 雄二,３　５３１６３５５２
24,2026-09-04,72,2026-09-01,2026-09-04,一般,ミッドナイトボートレースｉｎ大村　８,安東 幸治,５１３　２６１５
24,2026-09-04,72,2026-08-20,2026-08-23,一般,ミッドナイトボートレースｉｎ大村　７,池田 雄祐,２１５　２５１３
24,2026-09-04,72,2026-08-06,2026-08-10,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,田川 大貴,３４Ｆ５２　３　６
24,2026-09-04,73,2026-09-01,2026-09-04,一般,ミッドナイトボートレースｉｎ大村　８,石田 貴洋,１５４２２６１２
24,2026-09-04,73,2026-08-20,2026-08-23,一般,ミッドナイトボートレースｉｎ大村　７,馬袋 義則,４５１１１２[６]
24,2026-09-04,73,2026-08-06,2026-08-10,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,大串 重幸,４５２　４６４１２１
24,2026-09-04,74,2026-09-01,2026-09-04,一般,ミッドナイトボートレースｉｎ大村　８,高山 弘斗,２　転５５　２３
24,2026-09-04,74,2026-08-12,2026-08-17,ＧⅢ,オールレディース競走,寺島 美里,３　３１４　２１４６１５
24,2026-09-04,74,2026-08-06,2026-08-10,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,栗山 繁洋,２５３　１５６　６６
24,2026-09-04,75,2026-08-20,2026-08-23,一般,ミッドナイトボートレースｉｎ大村　７,高倉 和士,１６３３５２[５]
24,2026-09-04,75,2026-08-06,2026-08-10,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,岡部 大輔,１３２　６４４４１４
24,2026-09-04,75,2026-07-28,2026-07-31,一般,にっぽん未来プロジェクト競走ｉｎ大村　１,原田 才一郎,１４１２１１[１]
24,2026-09-04,76,2026-08-20,2026-08-23,一般,ミッドナイトボートレースｉｎ大村　７,柴田 直哉,２　２３３６１１
24,2026-09-04,76,2026-08-06,2026-08-10,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,吉川 勇作,５６Ｆ６６　６　６
24,2026-09-04,76,2026-07-28,2026-07-31,一般,にっぽん未来プロジェクト競走ｉｎ大村　１,小池 公生,４　５２４　１３
24,2026-09-04,77,2026-09-01,2026-09-04,一般,ミッドナイトボートレースｉｎ大村　８,加藤 翔,６　５３３　１５
24,2026-09-04,77,2026-08-20,2026-08-23,一般,ミッドナイトボートレースｉｎ大村　７,藤森 陸斗,２　３４１４４１
24,2026-09-04,77,2026-08-06,2026-08-10,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,山田 陽翔,６　６５５６６　６４
24,2026-09-04,78,2026-09-01,2026-09-04,一般,ミッドナイトボートレースｉｎ大村　８,川原 涼,４４２　３５１３
24,2026-09-04,78,2026-08-12,2026-08-17,ＧⅢ,オールレディース競走,角 ひとみ,２　５５４　４３３３５２
24,2026-09-04,78,2026-08-06,2026-08-10,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,下條 雄太郎,２　４１２２１１[３]
24,2026-09-04,79,2026-09-01,2026-09-04,一般,ミッドナイトボートレースｉｎ大村　８,大場 広孝,５２６　４６２
24,2026-09-04,79,2026-08-12,2026-08-17,ＧⅢ,オールレディース競走,羽田 妃希,４３６　１５落　６　４３
24,2026-09-04,79,2026-07-28,2026-07-31,一般,にっぽん未来プロジェクト競走ｉｎ大村　１,松本 怜,３　６４５２３
24,2026-09-04,80,2026-08-20,2026-08-23,一般,ミッドナイトボートレースｉｎ大村　７,國弘 翔平,１　２４２転３３
24,2026-09-04,80,2026-08-06,2026-08-10,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,眞鳥 章太,３３１２２２６５３１
24,2026-09-04,80,2026-07-28,2026-07-31,一般,にっぽん未来プロジェクト競走ｉｎ大村　１,池上 隆行,３４６　６３５
