登録番号,重み付き和,重み付き二乗和,重み計,基準日
2538,5.5133806149,1.358227925,25.2125383767,2026-09-12
2878,4.4989413269,0.8346881323,27.4032740789,2026-09-12
3024,0.1915036596,0.0367122628,1.1689103695,2026-09-12
3054,3.1684842014,0.6477696067,17.3166673809,2026-09-12
3070,0.3848131842,0.083170694,2.0432541282,2026-09-12
3072,4.3202355719,0.8111637554,26.486178846,2026-09-12
3075,2.4297957416,0.3885253712,19.7220765849,2026-09-12
3081,0.2119027601,0.0381884955,1.4046645509,2026-09-12
3105,3.4027293178,0.5614474168,23.6100265513,2026-09-12
3107,2.9199459106,0.6116117852,16.0036718233,2026-09-12
3156,3.1625735676,0.6156390899,18.7803406482,2026-09-12
3158,4.3495759839,0.6843013896,32.7614160641,2026-09-12
3159,0.2650835725,0.0517279996,1.5976901293,2026-09-12
3161,3.3190203621,0.6542683029,21.087991135,2026-09-12
3175,4.0164462221,0.7038420951,26.4498010508,2026-09-12
3176,0.0549002435,0.0129826345,0.2718057932,2026-09-12
3202,5.0670421727,1.1226695193,25.6681613212,2026-09-12
3207,1.1048600447,0.2350717685,6.3557775536,2026-09-12
3211,4.5588780788,0.8717943988,27.7711185092,2026-09-12
3212,3.014602607,0.5601448302,19.2801608336,2026-09-12
3224,4.0441887441,0.8024205095,22.25846133,2026-09-12
3226,4.1254556505,0.8159897464,24.9111504599,2026-09-12
3232,3.0798326918,0.5309485841,19.5406014948,2026-09-12
3233,3.5142316237,0.7411567949,20.3897198194,2026-09-12
3246,0.1074903769,0.0204765308,0.7075271089,2026-09-12
3251,6.2556556478,1.2862410423,33.2941418352,2026-09-12
3256,4.83321812,0.7967603394,34.8236986115,2026-09-12
3257,3.7209094088,0.7131290592,25.8522195675,2026-09-12
3265,3.7003158353,0.5980310807,27.4796060801,2026-09-12
3268,4.6697189775,0.8480831314,29.4683340608,2026-09-12
3277,4.2084477076,0.7581929423,26.9621694203,2026-09-12
3282,5.1619504742,1.164474849,26.0731518604,2026-09-12
3284,5.9650098907,1.5414554726,26.058559615,2026-09-12
3286,2.6252483566,0.4897269855,16.2342857533,2026-09-12
3289,0.8713015308,0.2024410331,4.2440886235,2026-09-12
3293,4.0749098334,0.8718999647,22.3314377551,2026-09-12
3294,3.2946864396,0.5970264207,20.670830227,2026-09-12
3297,4.8069271093,1.1065405791,23.2456034195,2026-09-12
3300,3.5246996427,0.5970664196,24.1372790913,2026-09-12
3302,3.6862417743,0.7447222196,21.5203440119,2026-09-12
3303,6.4634059101,1.4963484445,32.3200356834,2026-09-12
3304,5.1361436356,0.9090645105,31.8877486734,2026-09-12
3305,4.2565297636,0.77935862,27.3204015204,2026-09-12
3306,3.8591245943,0.7173750051,25.1931962693,2026-09-12
3313,3.9160734972,0.7411390113,24.375480151,2026-09-12
3315,3.560067036,0.6954537194,23.7348680042,2026-09-12
3319,5.9136422815,1.0443084008,36.6699464057,2026-09-12
3327,4.5681587641,0.9537492385,26.1475613666,2026-09-12
3333,5.011527275,0.8940304876,34.0911234376,2026-09-12
3334,4.9204386611,1.0405470136,26.0968324969,2026-09-12
3339,2.788554354,0.4675394527,19.6467924961,2026-09-12
3340,4.6599009257,0.8961219902,27.0058076196,2026-09-12
3346,0.0134291745,0.0028312371,0.0794401069,2026-09-12
3349,4.1109307398,0.7724006733,26.3590256869,2026-09-12
3350,2.6134038291,0.4597815238,16.4895386437,2026-09-12
3352,4.3490750585,0.8279157884,27.5992424132,2026-09-12
3353,1.8952395583,0.3769620465,12.4443416194,2026-09-12
3355,1.4091408637,0.4113126774,5.161453952,2026-09-12
3357,5.1884447105,1.233237354,25.0874930511,2026-09-12
3361,3.1023238416,0.5447784201,20.2656028484,2026-09-12
3362,4.5325939484,0.8754287485,26.3832500615,2026-09-12
3370,3.0039214283,0.6705806548,15.1781450325,2026-09-12
3372,2.5446075308,0.5532050482,12.6499652488,2026-09-12
3377,4.9330996973,1.3204752849,22.2074301903,2026-09-12
3381,3.3084552322,0.5231560732,25.9387341355,2026-09-12
3385,3.4862400451,0.6185988154,22.8062727311,2026-09-12
3388,3.0007608156,0.5569711272,18.4386001484,2026-09-12
3391,3.0475061157,0.6680832194,15.7394085337,2026-09-12
3392,5.0125313757,1.0317368685,27.8449834077,2026-09-12
3401,5.564003823,1.1974099701,29.1762451974,2026-09-12
3406,4.3190403498,0.7766940669,29.0199290032,2026-09-12
3411,2.1547603856,0.454340479,11.807058937,2026-09-12
3412,4.7858786797,0.8292422987,30.7252016475,2026-09-12
3414,0.0001275221,1.91282e-05,0.0008501471,2026-09-12
3415,4.6273848693,0.764790381,32.4555149263,2026-09-12
3419,1.6117689291,0.420051531,7.4558378276,2026-09-12
3422,4.9073485349,0.8941874055,30.6794009006,2026-09-12
3430,4.1056340557,0.7236833467,26.225921904,2026-09-12
3432,3.1379677274,0.6155450854,18.6798144336,2026-09-12
3434,4.0025053992,0.7986081689,24.4586416124,2026-09-12
3435,3.5897252955,0.6552265789,23.1153875595,2026-09-12
3436,3.0450795605,0.5634374306,21.5685081301,2026-09-12
3439,4.5967089504,0.7868341818,30.0293961893,2026-09-12
3441,3.8157693181,0.7890707518,21.4013060295,2026-09-12
3442,4.4515618815,0.744286798,29.9595172719,2026-09-12
3444,0.1404380352,0.0249874894,0.9385074153,2026-09-12
3445,3.6423264626,0.7056421534,22.4923194363,2026-09-12
3448,2.2458893862,0.5656786101,9.9122761659,2026-09-12
3454,2.4729663952,0.4057779177,17.2650664297,2026-09-12
3455,3.8855093077,0.8642463103,24.3546271898,2026-09-12
3458,3.5283925611,0.6548847793,21.9965370722,2026-09-12
3459,3.260583972,0.595066378,21.5491102159,2026-09-12
3461,2.640068119,0.5808267156,13.8557654182,2026-09-12
3463,4.5107669856,0.8287926057,27.5315683704,2026-09-12
3467,4.5168653898,0.9003016124,25.5669530254,2026-09-12
3470,3.8161913673,0.8029599622,21.7796639562,2026-09-12
3471,3.58214358,0.7571916397,19.8626112554,2026-09-12
3473,3.9255647274,0.6015765853,29.6034834221,2026-09-12
3474,4.3485785739,0.8555525988,25.4959887076,2026-09-12
3475,4.7962113933,0.9774375106,27.6000940737,2026-09-12
3477,4.6616178374,0.9553570538,25.0604038959,2026-09-12
3478,4.29191375,0.7375067191,28.6170478426,2026-09-12
3482,3.6021510601,0.6080535957,24.2662474599,2026-09-12
3484,5.0837731829,0.9801616803,29.5281527461,2026-09-12
3489,5.7955144655,0.9338871792,41.0921568496,2026-09-12
3497,3.6629919043,0.7398603281,21.1456577912,2026-09-12
3499,3.3334499332,0.6155136418,21.0754891881,2026-09-12
3502,5.7173593503,1.1946099127,33.245789492,2026-09-12
3503,4.5263657882,0.7980512222,30.0689476861,2026-09-12
3505,4.0438995609,0.6735433054,28.4734053442,2026-09-12
3507,4.3518330361,0.964309684,22.6964754407,2026-09-12
3508,5.6153182284,1.1646411736,29.7971087482,2026-09-12
3509,2.9635846809,0.5236199742,21.3393353389,2026-09-12
3514,5.0904698356,0.944271992,29.7607578466,2026-09-12
3516,4.1921222893,0.7905389152,26.5024378145,2026-09-12
3517,3.9156256202,0.622987478,28.743708371,2026-09-12
3518,4.1289711434,1.0847413841,19.2136851265,2026-09-12
3519,4.1569052494,1.156674331,21.415333886,2026-09-12
3523,3.6879205378,0.6760283407,22.1749823304,2026-09-12
3527,4.6211726711,0.9015185554,27.4790259277,2026-09-12
3528,3.9287660091,0.8633197815,20.143183838,2026-09-12
3532,2.375504872,0.4577035841,15.1868922765,2026-09-12
3535,3.3078215825,0.6824787931,17.6816220757,2026-09-12
3538,3.4066508428,0.8034144496,16.5541832661,2026-09-12
3539,4.9296904883,0.9969624847,27.1122134004,2026-09-12
3541,5.030271906,0.9591880638,29.1400451498,2026-09-12
3542,4.0409937715,0.8480112425,22.0847613749,2026-09-12
3543,3.8114098907,0.7333170853,22.1385226392,2026-09-12
3544,4.1587082138,0.8373467278,23.5979946075,2026-09-12
3546,5.031559839,1.1250109317,26.5458338119,2026-09-12
3548,3.9096490444,0.6009682568,30.0024760803,2026-09-12
3550,4.5478672216,0.8718389491,28.5770521086,2026-09-12
3551,3.6235032648,0.7261774597,22.2509207367,2026-09-12
3554,6.3459517303,1.3441236794,32.7771271075,2026-09-12
3556,4.9743486197,0.8796469172,31.8487184684,2026-09-12
3557,4.8155629475,0.936115533,31.2022822349,2026-09-12
3558,4.1280287065,0.7787208536,26.3372290893,2026-09-12
3562,4.9085377739,0.8652390891,32.0328813626,2026-09-12
3563,4.1834004192,0.7156327863,28.2862246836,2026-09-12
3564,4.1840993284,0.7676055502,26.0627213745,2026-09-12
3566,4.8548586299,1.0417323183,26.7336428688,2026-09-12
3567,2.9853077855,0.6001047814,16.9999081406,2026-09-12
3568,4.1828832729,0.7645785268,25.1926420419,2026-09-12
3569,4.4525227914,0.9638306115,22.9087130861,2026-09-12
3572,4.3860737686,0.9457396084,23.5866667687,2026-09-12
3574,5.2247266382,0.9409625792,32.8204463727,2026-09-12
3576,4.8772977845,0.8863020805,30.7082382256,2026-09-12
3577,3.3274178786,0.5561501759,24.7963568949,2026-09-12
3578,0.3559784696,0.0842098484,1.7994518759,2026-09-12
3579,2.9721735305,0.5677492579,18.7592374849,2026-09-12
3580,3.9187564504,0.8151165412,23.2395022087,2026-09-12
3581,4.8815238965,0.9588153752,27.6783338246,2026-09-12
3582,4.8416215316,0.8345403179,31.8865196556,2026-09-12
3583,4.2205332664,0.9964000891,22.0692330939,2026-09-12
3584,4.9855927553,0.9700076306,28.175854948,2026-09-12
3587,2.502694961,0.4492816953,16.198708342,2026-09-12
3589,2.7971298221,0.5178870137,18.1809899308,2026-09-12
3590,3.8183814166,0.5841518646,31.7580177773,2026-09-12
3591,1.6166545532,0.3477473331,9.4193344711,2026-09-12
3596,3.3050248845,0.6707943647,19.1833433573,2026-09-12
3602,4.3395459886,0.9068550978,24.8531662185,2026-09-12
3604,3.6716434502,0.7875231607,18.6320398061,2026-09-12
3605,4.3184064146,0.9510943154,21.7241938236,2026-09-12
3606,3.5254090867,0.6307183846,22.2404381757,2026-09-12
3611,4.0072104424,0.6478977227,28.7672517605,2026-09-12
3612,4.5899734713,0.756857271,32.0633892654,2026-09-12
3613,4.0916588985,0.644371211,29.8268213931,2026-09-12
3614,4.5422201197,0.9055693909,25.4977544264,2026-09-12
3615,3.0436481635,0.4782427403,21.3581240564,2026-09-12
3616,1.9696512164,0.3322540047,13.589289446,2026-09-12
3617,4.8808649719,1.062257861,25.4406206236,2026-09-12
3618,5.7135023177,1.1783270931,32.5372872572,2026-09-12
3619,3.3760763519,0.6482118403,18.999869933,2026-09-12
3620,3.3281664706,0.6259094474,18.9358037761,2026-09-12
3621,0.5596865248,0.1361694953,3.0543632142,2026-09-12
3623,3.8891180183,0.7917677444,23.299967888,2026-09-12
3627,4.2719647742,0.9025915427,22.371022878,2026-09-12
3629,3.4507190994,0.7354637794,18.2461078658,2026-09-12
3630,3.1211186903,0.5654701745,20.241406827,2026-09-12
3631,0.6668370396,0.1513683836,3.4951988902,2026-09-12
3635,3.7379079514,0.7146489796,22.2790965073,2026-09-12
3637,3.2616668747,0.6975020309,17.9793004757,2026-09-12
3641,5.9749507631,1.2314102953,33.0905383794,2026-09-12
3642,4.455165719,0.948285327,25.0704723463,2026-09-12
3643,4.6222086615,0.9413417713,25.5212236154,2026-09-12
3645,0.7281559195,0.1209983647,4.9472562187,2026-09-12
3647,4.0267560932,0.711652005,28.3037539901,2026-09-12
3652,3.5103965575,0.7049869143,20.6571060267,2026-09-12
3653,4.9005981404,1.2255951919,21.826009946,2026-09-12
3654,3.4675642518,0.6066806588,24.2514615317,2026-09-12
3655,5.6228418295,1.2703934491,26.8237844702,2026-09-12
3656,2.4855183166,0.5061562134,13.9310824888,2026-09-12
3659,4.4681424794,0.8931687642,25.636522505,2026-09-12
3660,4.9499102941,1.15281773,23.9639682828,2026-09-12
3661,5.049565737,0.9767717014,29.9071749091,2026-09-12
3662,4.8227324746,0.9273171662,28.626947067,2026-09-12
3663,4.9564313175,0.9375462512,29.3003581198,2026-09-12
3664,3.9198928903,0.7608355067,23.070239565,2026-09-12
3679,4.5933511226,0.7383920686,32.3294694454,2026-09-12
3680,6.046799228,1.410126305,30.7069480084,2026-09-12
3681,3.6503187383,0.6461604628,23.4171629497,2026-09-12
3684,3.9080899619,0.9196812977,21.6365244052,2026-09-12
3685,3.9690548248,0.9353967996,21.1752511614,2026-09-12
3686,4.1954636044,0.791185918,24.2300731663,2026-09-12
3687,3.5505226864,0.8061240381,22.0181363271,2026-09-12
3690,5.3736521938,1.1334637833,28.4072607827,2026-09-12
3692,4.9865906923,0.8023948226,37.9596636908,2026-09-12
3696,3.7804405492,0.6903893129,23.1523340006,2026-09-12
3699,4.4005678466,0.9556695009,22.8881636501,2026-09-12
3701,3.1655090465,0.5639290969,21.3685092496,2026-09-12
3703,4.6211794095,0.9554920899,26.6676859295,2026-09-12
3704,2.0856059549,0.5342640047,8.9513321555,2026-09-12
3708,4.1264573503,0.745932695,26.1970485102,2026-09-12
3710,3.8368712454,0.7212437954,23.8155418665,2026-09-12
3711,4.7816718857,0.8712478273,29.1980712174,2026-09-12
3712,2.6413503436,0.4354940416,19.4772806785,2026-09-12
3713,5.3332183373,0.9934571746,30.7550112606,2026-09-12
3714,3.3626334582,0.5552113408,24.1789369974,2026-09-12
3715,4.1439140415,0.8252201612,25.7894025002,2026-09-12
3716,3.9506933541,0.5748561037,31.3366557792,2026-09-12
3717,2.6993686378,0.4579675519,18.7910810847,2026-09-12
3718,4.177594993,0.8264875906,24.1391906503,2026-09-12
3719,4.762097524,0.8175934405,31.2743595828,2026-09-12
3721,3.7560390727,0.5050331004,33.8332491952,2026-09-12
3722,3.0840054465,0.5663056951,19.0947692825,2026-09-12
3726,3.0085221416,0.5579164031,19.1042242793,2026-09-12
3730,4.5323892278,0.8420673083,28.3297970516,2026-09-12
3731,4.3514375056,0.7836252205,26.8373113678,2026-09-12
3736,0.4593560512,0.117461732,1.8026212066,2026-09-12
3737,2.9481578677,0.4934327411,21.329335131,2026-09-12
3740,4.9912103987,0.8747966961,33.0364932621,2026-09-12
3741,2.9503747514,0.5382516592,18.098659586,2026-09-12
3742,3.6763045861,0.7464451106,21.4421962675,2026-09-12
3743,5.4236725628,0.9733238962,34.9692437996,2026-09-12
3744,4.2562524093,0.6688860259,34.9176869034,2026-09-12
3745,4.4618868091,0.8261737823,28.0125622415,2026-09-12
3746,4.8957496873,0.8796979682,29.8484268027,2026-09-12
3747,3.4923862308,0.6017094736,23.1466705516,2026-09-12
3748,3.2160502142,0.6276437225,18.7432705892,2026-09-12
3752,3.4572611463,0.5734609275,23.7260262131,2026-09-12
3757,4.2615383453,0.8411414292,25.3636591336,2026-09-12
3761,3.2959680259,0.5718536966,21.7036875237,2026-09-12
3769,4.2442540833,0.815025584,25.0229776575,2026-09-12
3771,3.6206528873,0.5974148448,25.9581276664,2026-09-12
3772,3.4286982312,0.5450171437,25.0713786619,2026-09-12
3773,3.5685447633,0.6794225478,23.1009741722,2026-09-12
3775,4.5856792728,0.8961957131,26.8351078874,2026-09-12
3776,4.271676163,0.9291637056,24.2651190074,2026-09-12
3777,4.2720177866,0.9186201879,22.4365100146,2026-09-12
3778,2.6915537884,0.6092301343,13.7057001177,2026-09-12
3779,2.4762847034,0.3241579304,23.0895210876,2026-09-12
3783,4.4934747382,0.7365611987,32.131941718,2026-09-12
3784,3.9774121535,0.7433916387,25.3011911367,2026-09-12
3787,2.1295679225,0.4652996034,10.8361309998,2026-09-12
3788,1.9026246182,0.3199849651,14.341546539,2026-09-12
3790,3.6368593433,0.6772091911,22.96893382,2026-09-12
3792,4.318750308,0.7945504313,25.1455657147,2026-09-12
3793,3.141554011,0.6095857819,20.9058827142,2026-09-12
3796,3.5673447942,0.7144942589,22.7952532152,2026-09-12
3797,4.5620915947,0.9623191105,23.4163848325,2026-09-12
3800,4.1598391048,0.8724343254,25.4331487912,2026-09-12
3801,2.5056011132,0.4932421406,14.4748793536,2026-09-12
3804,5.5192407271,1.0210246517,34.6016737608,2026-09-12
3805,3.5098897454,0.5257140232,26.0986510704,2026-09-12
3807,3.6526775528,0.6885497136,23.3635313394,2026-09-12
3808,2.6174593697,0.4992336903,16.0277410731,2026-09-12
3809,3.4617415051,0.6990130493,19.5180518167,2026-09-12
3811,4.5319618657,0.7778955721,30.4463252684,2026-09-12
3812,4.2386048503,0.8564944295,24.8645497249,2026-09-12
3813,5.0057982802,0.9656930949,29.7397593988,2026-09-12
3814,5.7609308179,1.2994678488,28.6906611511,2026-09-12
3820,0.2156010586,0.0424103245,1.3418053016,2026-09-12
3822,3.9021097904,0.6451485742,26.8806645407,2026-09-12
3825,3.9101990769,0.7909060597,26.3499852728,2026-09-12
3826,3.311095091,0.5763369729,22.4350735844,2026-09-12
3827,3.666701558,0.6961863068,22.5790360219,2026-09-12
3828,3.2243747378,0.6265708454,18.6364129957,2026-09-12
3831,3.8324544146,0.718590683,27.2881195312,2026-09-12
3832,1.9095940038,0.373139153,11.0057879489,2026-09-12
3833,3.3319566783,0.5396767971,25.1598751669,2026-09-12
3834,3.7772306726,0.7722465481,23.2352689481,2026-09-12
3837,4.4264213544,0.7439670515,29.7811905642,2026-09-12
3838,3.7727502539,0.5804135097,27.8382635209,2026-09-12
3839,4.3508914093,1.0520966799,21.2053562794,2026-09-12
3841,4.8577345986,0.8630796595,31.0208149169,2026-09-12
3842,4.7248661934,0.9703787464,26.4454390396,2026-09-12
3843,4.0076757581,0.7761983488,24.9354900381,2026-09-12
3845,4.7087684288,0.9935222726,24.6476641715,2026-09-12
3848,3.6243484164,0.8161817132,22.3746340004,2026-09-12
3849,0.3254506493,0.0530155436,2.2711794726,2026-09-12
3850,4.1622372351,0.6344270957,30.9381212306,2026-09-12
3851,0.0421419661,0.008903569,0.2312547897,2026-09-12
3852,5.5226220125,1.1085888126,31.089736308,2026-09-12
3853,5.3450020504,1.0627508998,31.0764594852,2026-09-12
3854,3.4932223005,0.6092987482,24.8870125139,2026-09-12
3857,5.1500565176,1.0423048523,28.509282795,2026-09-12
3859,3.7109808921,0.6446121032,25.7502139444,2026-09-12
3860,4.8124014953,1.0043582702,26.5897055314,2026-09-12
3863,3.6830022138,0.6696978388,23.605978956,2026-09-12
3866,3.6815267719,0.7583759667,21.1695862638,2026-09-12
3867,4.7641893792,1.0762648522,25.2734209096,2026-09-12
3868,4.187674113,0.8199912315,23.7084331374,2026-09-12
3869,2.9004630547,0.5790016224,16.241807668,2026-09-12
3870,5.2342646948,1.0875162671,28.991324939,2026-09-12
3871,1.9865710407,0.4529567589,9.7079917565,2026-09-12
3872,5.3238273624,1.2128285945,27.7919090204,2026-09-12
3873,3.8972799826,0.7275891899,24.5385923444,2026-09-12
3874,4.0189949001,0.669333942,28.2679178154,2026-09-12
3875,4.4787887558,0.8657802646,25.8830071588,2026-09-12
3876,4.6745251756,0.950367957,26.0452508056,2026-09-12
3878,3.9952824444,0.828366904,23.8958326864,2026-09-12
3880,4.240173049,0.8525088325,23.9256252378,2026-09-12
3882,3.7002409193,0.7572225115,21.3934283011,2026-09-12
3885,4.1407060976,0.7645776198,25.3755345155,2026-09-12
3888,4.6930806611,0.8405031104,30.4607787125,2026-09-12
3889,3.3566079473,0.5499464835,23.4277293902,2026-09-12
3891,4.3632843513,0.831630524,25.4216820932,2026-09-12
3892,4.1622261171,0.7710325598,26.767771632,2026-09-12
3893,4.1847028018,0.8043689686,25.2126709347,2026-09-12
3895,1.2788798478,0.3987371853,5.0561137048,2026-09-12
3896,2.6584470958,0.468801475,17.5514244766,2026-09-12
3897,3.646767456,0.5080435829,30.551690888,2026-09-12
3898,4.6884059267,0.7888724849,33.4124496475,2026-09-12
3900,3.2195867047,0.6379755725,18.6715314899,2026-09-12
3901,4.8596458895,1.1692655387,23.1715546303,2026-09-12
3904,3.8337149004,0.7104992211,23.8354515453,2026-09-12
3905,3.8551377642,0.6385838115,26.8374631639,2026-09-12
3906,3.4226619712,0.7987189743,16.7692133719,2026-09-12
3907,3.5611041442,0.62871502,22.6891026748,2026-09-12
3908,4.4836118341,0.7890467161,29.6618090455,2026-09-12
3909,2.8437916338,0.3038630608,31.089201657,2026-09-12
3910,3.8761058867,0.7916242422,22.7942719606,2026-09-12
3911,4.6266027368,0.8936631629,27.1577097041,2026-09-12
3912,3.5335834564,0.6008640372,25.8250043436,2026-09-12
3915,6.2695777448,1.3533452662,32.9773426875,2026-09-12
3918,4.7012905692,0.8549285131,29.2187419713,2026-09-12
3920,2.5214497813,0.4805591163,14.7302522867,2026-09-12
3921,0.0249410736,0.0056256763,0.1210011448,2026-09-12
3922,4.0716999419,0.8201166115,21.9950502647,2026-09-12
3928,3.9003035975,0.7393537718,23.6618665545,2026-09-12
3929,4.0837055059,0.7189449107,26.639080356,2026-09-12
3930,3.2067244951,0.557701147,23.6493682029,2026-09-12
3931,4.7266556035,0.8036868947,33.6012327188,2026-09-12
3932,3.6358723647,0.7189588066,22.0866330254,2026-09-12
3933,4.8962800532,0.9941449249,27.1057543407,2026-09-12
3934,4.9122620674,0.8958757191,31.0651213954,2026-09-12
3935,3.5846010626,0.5869590197,25.8421323416,2026-09-12
3939,4.2318336253,0.8045796513,24.537660466,2026-09-12
3940,4.5722520847,0.7176056142,32.286249465,2026-09-12
3941,4.0178954793,0.6097566293,32.7101051713,2026-09-12
3942,3.0779559385,0.4837457188,21.6755294106,2026-09-12
3943,1.8914682816,0.3833610158,10.5515485665,2026-09-12
3944,4.0015236369,0.8740582764,21.4738922602,2026-09-12
3945,3.9560404036,0.8179314377,21.5216541599,2026-09-12
3946,5.8650793399,1.0194789965,38.2849418565,2026-09-12
3947,4.1810743253,0.7507072797,26.7251392138,2026-09-12
3948,4.1500598236,0.8713192113,22.9196504793,2026-09-12
3949,3.2036915291,0.6286062615,20.3437093753,2026-09-12
3950,2.75186652,0.491139423,19.0469565193,2026-09-12
3951,3.9813213797,0.8556284975,20.6992230131,2026-09-12
3952,4.5199835544,0.6861511573,36.0498018228,2026-09-12
3953,4.0895706535,0.8822158453,20.6894308799,2026-09-12
3955,3.0450394305,0.6108898461,17.4159501776,2026-09-12
3956,4.5597414529,0.8149136931,28.0144181916,2026-09-12
3957,5.8272419511,1.1620797343,32.6569415373,2026-09-12
3959,4.6157879123,0.7378307163,32.7854129874,2026-09-12
3960,2.665595219,0.3075780007,27.2072651183,2026-09-12
3961,5.1791901367,0.9662257996,31.5881863536,2026-09-12
3963,4.7073851522,0.8904059488,29.7307816979,2026-09-12
3964,5.2897536216,1.1982502807,25.6678037868,2026-09-12
3965,5.2649181014,1.0438818152,33.5652795031,2026-09-12
3966,6.0980507205,1.2034121058,34.8179103443,2026-09-12
3967,3.8078629514,1.1737159876,16.2998830167,2026-09-12
3968,4.658487335,0.8995865763,27.5692262732,2026-09-12
3973,4.3208303122,0.8875682133,23.4034151474,2026-09-12
3974,4.270629694,0.792768644,26.4456198796,2026-09-12
3975,3.9247775632,0.5814338582,31.1768455913,2026-09-12
3976,4.5268035479,0.945892705,26.2802076153,2026-09-12
3977,3.9901314134,0.7379963946,25.6741887595,2026-09-12
3978,3.1124301429,0.5858699959,18.3602335481,2026-09-12
3981,5.6022321609,1.234921245,27.8488405008,2026-09-12
3982,3.5895721504,0.6332617325,23.5559874462,2026-09-12
3983,4.5847919963,0.7226223241,34.2897005239,2026-09-12
3984,5.8065576065,0.9780335279,37.0595236234,2026-09-12
3986,0.3527774008,0.0653003792,2.1401588537,2026-09-12
3987,4.3740104308,0.7905029871,28.0802094548,2026-09-12
3988,4.7444141751,0.7160263845,36.2947701998,2026-09-12
3989,5.0761258365,1.1720536745,24.3465280948,2026-09-12
3990,4.1584842112,0.7673663092,27.0046200095,2026-09-12
3992,3.1885171518,0.5664663784,20.554096001,2026-09-12
3993,3.5069301779,0.655035678,22.6408123166,2026-09-12
3994,3.3458893558,0.6254107766,19.630032677,2026-09-12
3995,2.4776191749,0.3681380215,18.7074166823,2026-09-12
3997,5.2457904075,0.8705165692,35.7709510931,2026-09-12
3998,4.7978698746,0.8718298158,28.9383348734,2026-09-12
3999,4.6033295616,0.9046262751,26.2421721429,2026-09-12
4000,5.6672860097,1.0504883291,34.3398811349,2026-09-12
4002,4.7149976092,0.7749820249,32.6875570694,2026-09-12
4003,3.6472648912,0.6262289786,23.6962049652,2026-09-12
4004,4.5990209476,0.8758380389,26.8970006033,2026-09-12
4006,4.9279389993,0.9237690935,28.4494008014,2026-09-12
4007,3.1465970554,0.4628557445,26.1899803032,2026-09-12
4009,3.5691218052,0.5107516408,28.3781829261,2026-09-12
4010,3.3226290692,0.6289479319,21.1430968643,2026-09-12
4011,3.8314340846,0.6625253166,26.7974156089,2026-09-12
4012,3.7575382,0.6360386367,26.5446613601,2026-09-12
4013,4.1726434305,0.6997198464,30.3321094615,2026-09-12
4014,4.0421380223,0.8306375814,21.8996733963,2026-09-12
4015,4.1945514564,0.7548058128,26.5957848138,2026-09-12
4016,4.7143082507,0.8695218202,30.9261693887,2026-09-12
4017,3.4884037197,0.6344694951,20.7355810025,2026-09-12
4019,4.7697375912,0.8645149254,30.0515467507,2026-09-12
4020,3.7939368899,0.7094711526,22.8365571639,2026-09-12
4022,3.0116873035,0.4666730233,23.2229594813,2026-09-12
4023,4.5150851197,0.9122302937,25.0997516716,2026-09-12
4024,5.4177703785,0.9518854419,34.4238867367,2026-09-12
4025,4.6965013935,0.8949724415,27.9946599365,2026-09-12
4027,2.9950366005,0.5830955944,18.0282800466,2026-09-12
4028,4.6638913867,0.8334802913,29.4543288464,2026-09-12
4030,4.8753957066,0.7658278002,35.8247337832,2026-09-12
4031,4.3901399111,0.8170390042,27.7232924142,2026-09-12
4033,4.6979129467,0.7487819509,33.6145565903,2026-09-12
4034,4.6110252851,0.9256839279,25.3982722188,2026-09-12
4035,5.2569679842,1.1939128026,26.3655814469,2026-09-12
4036,3.7723666334,0.6352611534,25.8596817494,2026-09-12
4039,4.465951969,0.8044369408,29.0770560479,2026-09-12
4040,4.8716625887,0.8089250767,34.3423894942,2026-09-12
4041,6.0424933881,1.5624826184,27.1460827027,2026-09-12
4042,3.9014349025,0.7754929689,21.5433167364,2026-09-12
4043,4.8636140883,0.8538952018,32.2580541194,2026-09-12
4044,3.6498040664,0.5515155497,28.5389469182,2026-09-12
4045,3.7440813453,0.6854367846,23.8563674034,2026-09-12
4047,3.4431508583,0.6875829083,18.9983854401,2026-09-12
4049,3.9032117373,0.6725372413,27.8561080329,2026-09-12
4050,4.805031134,0.8638504572,30.7414346295,2026-09-12
4051,1.9711677042,0.4243361843,10.3276465084,2026-09-12
4052,3.1685085783,0.6137066299,19.4204741122,2026-09-12
4053,4.1334870091,0.8070497648,24.4800904459,2026-09-12
4054,2.7728754453,0.5700673904,17.9884801829,2026-09-12
4055,4.6812511914,0.8355492922,31.2461431202,2026-09-12
4056,0.0013702533,0.0002827347,0.008014028,2026-09-12
4057,4.7034281699,0.8064119742,30.1522545624,2026-09-12
4058,5.3640441993,1.0904104878,29.2208516851,2026-09-12
4059,0.5783982274,0.1162476431,3.5193343064,2026-09-12
4060,3.9594938272,0.6862933161,25.4858778234,2026-09-12
4061,4.7587555126,0.7512900642,34.0742829566,2026-09-12
4062,0.8499391238,0.1822590278,4.3161873464,2026-09-12
4063,3.844692534,0.5730450341,32.5546420568,2026-09-12
4064,5.5101774882,1.0451027747,33.6786549237,2026-09-12
4065,4.3245623521,0.8272153256,25.3221236936,2026-09-12
4066,4.7147096659,0.8224000972,31.176269362,2026-09-12
4067,5.9347863478,1.0588895778,37.6355943258,2026-09-12
4068,4.4691374749,0.7745227691,30.3455323478,2026-09-12
4069,4.4413261167,0.9380598842,24.9161991109,2026-09-12
