レースコード,レース日,レース場コード,レース回,状態,買い目1,買い目2,買い目3,買い目4,買い目5,決まり手1,決まり手2,決まり手3,決まり手4,決まり手5
202609100502,2026-09-10,05,2R,realtime,3-1-2,2-1-3,3-1-4,3-1-5,2-3-1,まくり差し,差し,まくり差し,まくり差し,差し
202609100503,2026-09-10,05,3R,daily,2-1-4,2-1-3,4-1-2,2-1-5,4-1-5,差し,差し,まくり,差し,まくり差し
202609100503,2026-09-10,05,3R,realtime,2-1-3,2-3-1,2-1-4,3-2-1,2-1-5,差し,差し,差し,まくり,差し
202609100504,2026-09-10,05,4R,daily,2-1-3,2-1-4,2-1-5,4-1-2,2-1-6,差し,差し,差し,まくり,差し
202609100504,2026-09-10,05,4R,realtime,2-1-4,2-1-3,2-1-5,2-1-6,2-4-1,差し,差し,差し,差し,差し
202609100505,2026-09-10,05,5R,daily,2-1-3,2-1-5,2-1-4,5-1-2,5-1-4,差し,差し,差し,まくり差し,まくり差し
202609100505,2026-09-10,05,5R,realtime,2-1-4,2-1-3,2-1-5,5-1-2,2-1-6,差し,差し,差し,まくり差し,差し
202609100506,2026-09-10,05,6R,daily,3-1-2,3-1-4,3-1-5,2-1-3,4-1-3,まくり差し,まくり差し,まくり差し,差し,差し
202609100506,2026-09-10,05,6R,realtime,3-1-2,3-1-4,3-1-5,2-1-3,4-1-2,まくり差し,まくり差し,まくり差し,差し,まくり
202609100507,2026-09-10,05,7R,daily,2-1-4,2-1-5,2-1-3,2-4-1,5-1-2,差し,差し,差し,差し,まくり差し
202609100507,2026-09-10,05,7R,realtime,2-1-5,2-1-3,2-1-4,2-5-1,5-2-1,差し,差し,差し,差し,まくり差し
202609100508,2026-09-10,05,8R,daily,3-1-2,2-1-3,3-1-4,3-1-5,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し
202609100508,2026-09-10,05,8R,realtime,2-1-3,3-1-2,3-1-5,3-1-4,2-1-5,差し,まくり差し,まくり差し,まくり差し,差し
202609100509,2026-09-10,05,9R,daily,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1,差し,差し,差し,差し,差し
202609100509,2026-09-10,05,9R,realtime,2-1-3,2-1-4,2-1-6,2-1-5,2-3-1,差し,差し,差し,差し,差し
202609100510,2026-09-10,05,10R,daily,2-1-3,3-1-2,2-1-4,2-1-5,3-1-4,差し,まくり差し,差し,差し,まくり差し
202609100510,2026-09-10,05,10R,realtime,2-1-3,2-1-4,3-1-2,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し
202609100511,2026-09-10,05,11R,daily,3-1-4,3-1-5,3-1-2,4-1-3,4-1-5,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609100512,2026-09-10,05,12R,daily,3-1-4,3-1-5,3-1-2,2-1-3,5-1-2,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609101301,2026-09-10,13,1R,daily,3-1-4,3-1-2,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609101301,2026-09-10,13,1R,realtime,3-1-4,3-1-5,3-1-2,3-1-6,3-4-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり
202609101302,2026-09-10,13,2R,daily,2-1-3,3-1-2,2-1-4,3-1-4,3-1-5,差し,まくり差し,差し,まくり差し,まくり差し
202609101302,2026-09-10,13,2R,realtime,2-1-3,2-1-5,3-1-2,3-1-5,2-1-6,差し,差し,まくり差し,まくり差し,差し
202609101303,2026-09-10,13,3R,daily,3-1-2,3-1-4,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202609101303,2026-09-10,13,3R,realtime,3-1-2,3-1-5,2-1-3,3-1-4,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202609101304,2026-09-10,13,4R,daily,2-1-3,2-1-4,2-1-5,2-3-1,3-1-2,差し,差し,差し,差し,まくり差し
202609101304,2026-09-10,13,4R,realtime,2-1-3,2-1-4,2-1-5,2-3-1,3-1-2,差し,差し,差し,差し,まくり差し
202609101305,2026-09-10,13,5R,daily,3-1-2,2-1-3,3-1-4,2-1-4,3-1-5,まくり差し,差し,まくり差し,差し,まくり差し
202609101305,2026-09-10,13,5R,realtime,3-1-4,3-1-2,2-1-4,3-1-5,2-1-3,まくり差し,まくり差し,差し,まくり差し,差し
202609101306,2026-09-10,13,6R,daily,2-1-3,2-1-4,3-1-2,2-1-5,4-1-2,差し,差し,まくり差し,差し,まくり
202609101306,2026-09-10,13,6R,realtime,2-1-3,2-1-4,3-1-2,3-1-4,2-1-5,差し,差し,まくり差し,まくり差し,差し
202609101307,2026-09-10,13,7R,daily,2-1-3,2-1-4,3-1-4,3-1-2,3-1-5,差し,差し,まくり差し,まくり差し,まくり差し
202609101307,2026-09-10,13,7R,realtime,2-1-3,2-1-4,3-1-4,3-1-2,3-1-5,差し,差し,まくり差し,まくり差し,まくり差し
202609101308,2026-09-10,13,8R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-2-1,まくり差し,まくり差し,まくり差し,差し,まくり
202609101308,2026-09-10,13,8R,realtime,3-1-2,3-1-5,3-1-4,3-1-6,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609101309,2026-09-10,13,9R,daily,4-1-3,4-1-2,4-1-5,3-1-4,2-1-3,差し,まくり,まくり差し,まくり差し,差し
202609101309,2026-09-10,13,9R,realtime,4-1-5,4-1-3,4-1-2,3-1-4,2-1-3,まくり差し,差し,まくり,まくり差し,差し
202609101310,2026-09-10,13,10R,daily,2-1-3,3-1-2,3-1-4,2-1-4,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し
202609101310,2026-09-10,13,10R,realtime,2-1-3,2-1-5,5-1-3,3-1-5,2-1-4,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609101311,2026-09-10,13,11R,daily,3-1-4,3-1-2,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609101311,2026-09-10,13,11R,realtime,3-1-4,3-1-2,3-1-5,2-1-3,4-1-3,まくり差し,まくり差し,まくり差し,差し,差し
202609101312,2026-09-10,13,12R,daily,3-1-4,3-1-2,4-1-3,3-1-5,4-1-5,まくり差し,まくり差し,差し,まくり差し,まくり差し
202609101401,2026-09-10,14,1R,daily,2-1-3,2-1-4,3-1-4,4-1-2,4-1-3,差し,差し,まくり差し,まくり,差し
202609101401,2026-09-10,14,1R,realtime,4-1-5,4-1-3,4-1-2,3-1-4,2-1-4,まくり差し,差し,まくり,まくり差し,差し
202609101402,2026-09-10,14,2R,daily,2-1-3,2-1-4,2-1-5,4-1-2,4-1-5,差し,差し,差し,まくり,まくり差し
202609101402,2026-09-10,14,2R,realtime,2-1-3,2-1-4,2-1-5,5-1-2,4-1-5,差し,差し,差し,まくり差し,まくり差し
202609101403,2026-09-10,14,3R,daily,2-1-3,3-1-2,2-1-4,3-1-4,3-1-5,差し,まくり差し,差し,まくり差し,まくり差し
202609101403,2026-09-10,14,3R,realtime,3-1-4,2-1-3,3-1-5,3-1-2,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し
202609101404,2026-09-10,14,4R,daily,5-1-2,2-1-3,3-1-4,3-1-2,3-1-5,まくり差し,差し,まくり差し,まくり差し,まくり差し
202609101404,2026-09-10,14,4R,realtime,5-1-2,5-1-3,2-1-5,2-1-3,5-1-4,まくり差し,まくり差し,差し,差し,まくり差し
202609101405,2026-09-10,14,5R,daily,2-1-3,2-1-4,3-1-2,3-1-4,4-1-2,差し,差し,まくり差し,まくり差し,まくり
202609101405,2026-09-10,14,5R,realtime,2-1-3,2-1-4,2-1-5,4-1-2,3-1-4,差し,差し,差し,まくり,まくり差し
202609101406,2026-09-10,14,6R,daily,3-1-5,3-1-2,3-1-4,5-1-2,5-1-3,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609101406,2026-09-10,14,6R,realtime,3-1-5,3-1-4,3-1-2,3-5-1,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202609101407,2026-09-10,14,7R,daily,3-1-4,3-1-2,3-1-5,3-1-6,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609101407,2026-09-10,14,7R,realtime,3-1-5,3-1-4,3-1-2,3-1-6,3-5-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり
202609101408,2026-09-10,14,8R,daily,5-1-2,5-1-3,5-1-4,4-1-5,4-1-2,まくり差し,まくり差し,まくり差し,まくり差し,まくり
202609101408,2026-09-10,14,8R,realtime,5-1-2,2-1-5,5-1-3,5-1-4,5-2-1,まくり差し,差し,まくり差し,まくり差し,まくり差し
202609101409,2026-09-10,14,9R,daily,4-1-2,2-1-3,4-1-3,3-1-4,3-1-2,まくり,差し,差し,まくり差し,まくり差し
202609101409,2026-09-10,14,9R,realtime,4-1-6,4-1-2,4-1-3,2-1-3,3-1-2,まくり差し,まくり,差し,差し,まくり差し
202609101410,2026-09-10,14,10R,daily,2-1-3,3-1-2,2-1-4,3-1-5,3-1-4,差し,まくり差し,差し,まくり差し,まくり差し
202609101410,2026-09-10,14,10R,realtime,2-1-3,3-1-2,3-1-5,3-1-4,5-1-2,差し,まくり差し,まくり差し,まくり差し,まくり差し
202609101411,2026-09-10,14,11R,daily,2-1-3,2-1-4,2-1-5,3-1-2,2-3-1,差し,差し,差し,まくり差し,差し
202609101411,2026-09-10,14,11R,realtime,2-1-3,2-1-4,3-1-2,2-1-5,2-3-1,差し,差し,まくり差し,差し,差し
202609101412,2026-09-10,14,12R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-2-1,まくり差し,まくり差し,まくり差し,差し,まくり
202609101412,2026-09-10,14,12R,realtime,3-1-2,3-1-5,3-1-4,2-1-3,3-2-1,まくり差し,まくり差し,まくり差し,差し,まくり
202609101601,2026-09-10,16,1R,daily,2-1-3,3-1-2,2-1-4,3-1-4,3-1-5,差し,まくり差し,差し,まくり差し,まくり差し
202609101601,2026-09-10,16,1R,realtime,2-1-3,3-1-2,2-1-5,3-1-5,3-1-4,差し,まくり差し,差し,まくり差し,まくり差し
202609101602,2026-09-10,16,2R,daily,2-1-3,2-1-4,2-1-5,2-3-1,3-1-2,差し,差し,差し,差し,まくり差し
202609101602,2026-09-10,16,2R,realtime,2-1-3,2-1-4,2-1-5,5-1-3,5-1-2,差し,差し,差し,まくり差し,まくり差し
202609101603,2026-09-10,16,3R,daily,3-1-4,3-1-2,2-1-4,4-1-2,3-1-5,まくり差し,まくり差し,差し,まくり,まくり差し
202609101603,2026-09-10,16,3R,realtime,3-1-5,3-1-4,5-1-4,3-1-2,5-1-2,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609101604,2026-09-10,16,4R,daily,4-1-2,3-1-4,4-1-3,4-1-5,4-2-1,まくり,まくり差し,差し,まくり差し,まくり
202609101604,2026-09-10,16,4R,realtime,4-1-5,3-1-4,4-1-3,3-1-5,4-1-2,まくり差し,まくり差し,差し,まくり差し,まくり
202609101605,2026-09-10,16,5R,daily,3-1-4,3-1-2,4-1-2,2-1-4,3-1-5,まくり差し,まくり差し,まくり,差し,まくり差し
202609101605,2026-09-10,16,5R,realtime,3-1-4,3-1-2,3-1-5,2-1-3,4-1-2,まくり差し,まくり差し,まくり差し,差し,まくり
202609101606,2026-09-10,16,6R,daily,5-1-2,2-1-4,5-1-4,2-1-3,4-1-5,まくり差し,差し,まくり差し,差し,まくり差し
202609101606,2026-09-10,16,6R,realtime,5-1-2,5-1-4,2-1-3,5-1-3,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202609101607,2026-09-10,16,7R,daily,3-1-4,3-1-2,3-1-5,2-1-3,2-1-4,まくり差し,まくり差し,まくり差し,差し,差し
202609101607,2026-09-10,16,7R,realtime,3-1-6,3-1-2,3-1-4,6-1-2,6-1-3,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609101608,2026-09-10,16,8R,daily,3-1-2,3-1-4,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202609101608,2026-09-10,16,8R,realtime,3-1-2,2-1-3,3-1-4,3-1-5,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し
202609101609,2026-09-10,16,9R,daily,2-1-3,2-1-4,3-1-4,3-1-2,4-1-2,差し,差し,まくり差し,まくり差し,まくり
202609101609,2026-09-10,16,9R,realtime,2-1-3,3-1-5,3-1-4,3-1-2,2-1-4,差し,まくり差し,まくり差し,まくり差し,差し
202609101610,2026-09-10,16,10R,daily,2-1-4,2-1-3,2-1-5,4-1-2,2-4-1,差し,差し,差し,まくり,差し
202609101610,2026-09-10,16,10R,realtime,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1,差し,差し,差し,差し,差し
202609101611,2026-09-10,16,11R,daily,2-1-3,3-1-2,3-1-4,2-1-4,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し
202609101612,2026-09-10,16,12R,daily,2-1-4,4-1-2,2-1-3,3-1-2,3-1-4,差し,まくり,差し,まくり差し,まくり差し
202609101701,2026-09-10,17,1R,daily,3-1-2,2-1-3,3-1-4,3-1-5,4-1-2,まくり差し,差し,まくり差し,まくり差し,まくり
202609101701,2026-09-10,17,1R,realtime,3-1-4,4-1-3,4-1-5,4-1-2,3-1-5,まくり差し,まくり差し,まくり差し,まくり差し,まくり
202609101702,2026-09-10,17,2R,daily,2-1-3,3-1-2,3-1-4,2-1-4,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し
202609101702,2026-09-10,17,2R,realtime,4-1-3,3-1-4,4-1-2,4-1-5,2-1-4,差し,まくり差し,まくり,まくり差し,差し
202609101703,2026-09-10,17,3R,daily,2-1-3,4-1-2,4-1-3,4-1-5,2-1-4,差し,まくり,差し,まくり差し,差し
202609101703,2026-09-10,17,3R,realtime,4-1-5,4-5-1,4-1-2,4-1-3,4-2-1,まくり差し,まくり,まくり,差し,まくり
202609101704,2026-09-10,17,4R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-2-1,まくり差し,まくり差し,まくり差し,差し,まくり
202609101704,2026-09-10,17,4R,realtime,3-1-2,3-1-5,3-1-4,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609101705,2026-09-10,17,5R,daily,3-1-2,3-1-4,2-1-3,4-1-2,4-1-3,まくり差し,まくり差し,差し,まくり,差し
202609101705,2026-09-10,17,5R,realtime,3-1-4,4-1-2,3-1-2,4-1-3,2-1-3,まくり差し,まくり,まくり差し,差し,差し
202609101706,2026-09-10,17,6R,daily,4-1-2,4-1-3,2-1-4,4-1-5,2-1-3,まくり,差し,差し,まくり差し,差し
202609101706,2026-09-10,17,6R,realtime,4-1-2,4-1-3,4-1-5,2-1-4,4-2-1,まくり,差し,まくり差し,差し,まくり
202609101707,2026-09-10,17,7R,daily,4-1-2,4-1-3,4-1-5,3-1-2,3-1-4,まくり,差し,まくり差し,まくり差し,まくり差し
202609101707,2026-09-10,17,7R,realtime,4-1-3,4-1-6,4-1-2,3-1-2,3-1-4,差し,まくり差し,まくり,まくり差し,まくり差し
202609101708,2026-09-10,17,8R,daily,3-1-2,3-1-4,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202609101708,2026-09-10,17,8R,realtime,3-1-4,3-1-2,3-1-5,5-1-2,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609101709,2026-09-10,17,9R,daily,5-1-2,5-1-3,5-1-4,3-1-2,3-1-5,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609101709,2026-09-10,17,9R,realtime,5-1-2,5-1-4,5-1-3,3-1-5,2-1-5,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609101710,2026-09-10,17,10R,daily,2-1-3,2-1-4,3-1-2,3-1-4,2-1-5,差し,差し,まくり差し,まくり差し,差し
202609101710,2026-09-10,17,10R,realtime,2-1-3,3-1-2,3-1-4,3-1-6,2-1-4,差し,まくり差し,まくり差し,まくり差し,差し
202609101711,2026-09-10,17,11R,daily,3-1-4,3-1-2,3-1-5,4-1-3,2-1-3,まくり差し,まくり差し,まくり差し,差し,差し
202609101711,2026-09-10,17,11R,realtime,3-1-4,3-1-5,3-1-2,3-1-6,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609101712,2026-09-10,17,12R,daily,3-1-2,2-1-3,3-1-4,4-1-3,3-1-5,まくり差し,差し,まくり差し,差し,まくり差し
202609102001,2026-09-10,20,1R,daily,2-1-3,2-1-4,3-1-2,3-1-4,2-1-5,差し,差し,まくり差し,まくり差し,差し
202609102001,2026-09-10,20,1R,realtime,2-1-3,2-1-6,3-1-2,3-1-6,3-1-4,差し,差し,まくり差し,まくり差し,まくり差し
202609102002,2026-09-10,20,2R,daily,4-1-2,4-1-3,4-1-5,2-1-4,4-1-6,まくり,差し,まくり差し,差し,まくり
202609102002,2026-09-10,20,2R,realtime,4-1-2,4-1-3,2-1-4,2-1-3,4-1-5,まくり,差し,差し,差し,まくり差し
202609102003,2026-09-10,20,3R,daily,2-1-3,2-1-4,2-1-5,2-3-1,4-1-2,差し,差し,差し,差し,まくり
202609102004,2026-09-10,20,4R,daily,2-1-3,2-1-4,2-1-5,3-1-2,2-3-1,差し,差し,差し,まくり差し,差し
202609102005,2026-09-10,20,5R,daily,2-1-3,2-1-4,2-1-5,4-1-2,3-1-2,差し,差し,差し,まくり,まくり差し
202609102006,2026-09-10,20,6R,daily,3-1-4,2-1-3,3-1-5,5-1-3,5-1-2,まくり差し,差し,まくり差し,まくり差し,まくり差し
202609102007,2026-09-10,20,7R,daily,3-1-2,3-1-4,2-1-3,3-1-5,3-1-6,まくり差し,まくり差し,差し,まくり差し,まくり差し
202609102008,2026-09-10,20,8R,daily,2-1-3,3-1-2,2-1-4,3-1-4,2-1-5,差し,まくり差し,差し,まくり差し,差し
202609102009,2026-09-10,20,9R,daily,4-1-3,4-1-2,2-1-4,4-2-1,4-3-1,差し,まくり,差し,まくり,まくり
202609102010,2026-09-10,20,10R,daily,3-1-2,3-1-4,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202609102011,2026-09-10,20,11R,daily,3-1-4,4-1-2,3-1-2,4-1-5,4-1-3,まくり差し,まくり,まくり差し,まくり差し,差し
202609102012,2026-09-10,20,12R,daily,2-1-3,3-1-2,3-1-4,2-1-4,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し
202609102101,2026-09-10,21,1R,daily,5-1-2,5-1-3,5-1-4,3-1-5,4-1-5,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609102101,2026-09-10,21,1R,realtime,2-1-3,2-1-5,5-1-2,3-1-2,5-1-6,差し,差し,まくり,まくり差し,まくり差し
