レースコード,レース日,レース場コード,レース回,状態,買い目1,買い目2,買い目3,買い目4,買い目5,決まり手1,決まり手2,決まり手3,決まり手4,決まり手5
202609080708,2026-09-08,07,8R,daily,2-1-3,3-1-2,3-1-4,2-1-4,4-1-2,差し,まくり差し,まくり差し,差し,まくり
202609080709,2026-09-08,07,9R,daily,4-1-2,3-1-4,4-1-3,4-1-5,3-1-2,まくり,まくり差し,差し,まくり差し,まくり差し
202609080710,2026-09-08,07,10R,daily,3-1-2,2-1-3,3-1-4,3-1-5,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し
202609080711,2026-09-08,07,11R,daily,2-1-3,3-1-2,2-1-4,3-1-4,4-1-2,差し,まくり差し,差し,まくり差し,まくり
202609080712,2026-09-08,07,12R,daily,2-1-3,3-1-2,3-1-4,3-1-5,2-1-4,差し,まくり差し,まくり差し,まくり差し,差し
202609080901,2026-09-08,09,1R,daily,2-1-3,2-1-4,3-1-2,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し
202609080901,2026-09-08,09,1R,realtime,2-1-3,2-1-4,2-1-5,2-1-6,3-1-2,差し,差し,差し,差し,まくり差し
202609080902,2026-09-08,09,2R,daily,2-1-4,4-1-2,2-1-3,3-1-4,2-1-5,差し,まくり,差し,まくり差し,差し
202609080902,2026-09-08,09,2R,realtime,2-1-4,2-1-3,4-1-2,2-1-5,4-1-5,差し,差し,まくり,差し,まくり差し
202609080903,2026-09-08,09,3R,daily,3-1-4,4-1-5,3-1-5,4-1-2,3-1-2,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202609080903,2026-09-08,09,3R,realtime,4-1-5,3-1-4,3-1-5,4-1-2,4-1-3,まくり差し,まくり差し,まくり差し,まくり,差し
202609080904,2026-09-08,09,4R,daily,2-1-3,2-1-4,3-1-4,3-1-5,3-1-2,差し,差し,まくり差し,まくり差し,まくり差し
202609080904,2026-09-08,09,4R,realtime,2-1-3,3-1-4,3-1-5,3-1-2,2-1-4,差し,まくり差し,まくり差し,まくり差し,差し
202609080905,2026-09-08,09,5R,daily,2-1-3,3-1-4,3-1-2,2-1-4,4-1-3,差し,まくり差し,まくり差し,差し,差し
202609080905,2026-09-08,09,5R,realtime,2-1-3,2-1-4,5-1-2,2-1-5,2-1-6,差し,差し,まくり差し,差し,差し
202609080906,2026-09-08,09,6R,daily,3-1-4,4-1-2,4-1-5,3-1-2,3-1-5,まくり差し,まくり,まくり差し,まくり差し,まくり差し
202609080906,2026-09-08,09,6R,realtime,2-1-3,2-1-4,3-1-2,2-1-5,2-1-6,差し,差し,まくり差し,差し,差し
202609080907,2026-09-08,09,7R,daily,2-1-4,4-1-2,2-1-3,3-1-4,4-1-5,差し,まくり,差し,まくり差し,まくり差し
202609080907,2026-09-08,09,7R,realtime,2-1-3,3-1-5,3-1-4,3-1-2,2-1-4,差し,まくり差し,まくり差し,まくり差し,差し
202609080908,2026-09-08,09,8R,daily,2-1-4,2-1-3,4-1-2,2-4-1,3-1-2,差し,差し,まくり,差し,まくり差し
202609080909,2026-09-08,09,9R,daily,2-1-4,2-1-3,4-1-2,2-4-1,4-2-1,差し,差し,まくり,差し,まくり
202609080910,2026-09-08,09,10R,daily,2-1-3,3-1-4,3-1-2,2-1-4,4-1-3,差し,まくり差し,まくり差し,差し,差し
202609080911,2026-09-08,09,11R,daily,2-1-3,3-1-5,2-1-5,3-1-2,5-1-2,差し,まくり差し,差し,まくり差し,まくり差し
202609080912,2026-09-08,09,12R,daily,2-1-3,2-1-4,3-1-4,3-1-2,4-1-2,差し,差し,まくり差し,まくり差し,まくり
202609081001,2026-09-08,10,1R,daily,2-1-3,2-1-4,3-1-2,4-1-2,3-1-4,差し,差し,まくり差し,まくり,まくり差し
202609081001,2026-09-08,10,1R,realtime,2-1-4,2-1-3,4-1-2,2-1-5,3-1-2,差し,差し,まくり,差し,まくり差し
202609081002,2026-09-08,10,2R,daily,2-1-3,2-1-4,2-1-5,2-3-1,3-1-2,差し,差し,差し,差し,まくり差し
202609081002,2026-09-08,10,2R,realtime,2-1-3,2-1-4,2-1-5,3-1-2,4-1-2,差し,差し,差し,まくり差し,まくり
202609081003,2026-09-08,10,3R,daily,2-1-3,3-1-2,3-1-4,2-1-4,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し
202609081003,2026-09-08,10,3R,realtime,3-1-4,3-1-2,2-1-3,3-1-5,4-1-3,まくり差し,まくり差し,差し,まくり差し,差し
202609081004,2026-09-08,10,4R,daily,2-1-3,3-1-4,3-1-2,2-1-4,4-1-2,差し,まくり差し,まくり差し,差し,まくり
202609081004,2026-09-08,10,4R,realtime,2-1-3,3-1-4,2-1-4,3-1-2,4-1-3,差し,まくり差し,差し,まくり差し,差し
202609081005,2026-09-08,10,5R,daily,2-1-3,5-1-2,4-1-5,2-1-4,2-1-5,差し,まくり差し,まくり差し,差し,差し
202609081005,2026-09-08,10,5R,realtime,2-1-4,4-1-5,5-1-4,5-1-2,4-1-2,差し,まくり差し,まくり差し,まくり差し,まくり
202609081006,2026-09-08,10,6R,daily,3-1-2,3-1-5,3-1-4,3-2-1,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202609081006,2026-09-08,10,6R,realtime,3-1-4,3-1-2,3-1-5,3-1-6,3-4-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり
202609081007,2026-09-08,10,7R,daily,2-1-3,2-1-4,3-1-4,3-1-2,4-1-3,差し,差し,まくり差し,まくり差し,差し
202609081007,2026-09-08,10,7R,realtime,2-1-3,3-1-2,2-1-4,3-1-5,2-1-5,差し,まくり差し,差し,まくり差し,差し
202609081008,2026-09-08,10,8R,daily,2-1-3,3-1-4,3-1-2,3-1-5,2-1-4,差し,まくり差し,まくり差し,まくり差し,差し
202609081008,2026-09-08,10,8R,realtime,3-1-4,3-1-2,3-1-5,2-1-3,4-1-3,まくり差し,まくり差し,まくり差し,差し,差し
202609081009,2026-09-08,10,9R,daily,2-1-3,2-1-4,2-1-5,3-1-2,4-1-2,差し,差し,差し,まくり差し,まくり
202609081009,2026-09-08,10,9R,realtime,2-1-3,2-1-5,2-1-4,2-1-6,3-1-2,差し,差し,差し,差し,まくり差し
202609081010,2026-09-08,10,10R,daily,4-1-2,2-1-4,2-1-3,4-1-3,3-1-4,まくり,差し,差し,差し,まくり差し
202609081010,2026-09-08,10,10R,realtime,2-1-4,2-1-3,4-1-2,4-1-3,4-1-5,差し,差し,まくり,差し,まくり差し
202609081011,2026-09-08,10,11R,daily,3-1-4,2-1-3,3-1-2,3-1-5,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し
202609081011,2026-09-08,10,11R,realtime,2-1-3,3-1-2,3-1-4,3-1-5,2-1-4,差し,まくり差し,まくり差し,まくり差し,差し
202609081012,2026-09-08,10,12R,daily,3-1-4,4-1-3,4-1-2,3-1-2,3-4-1,まくり差し,差し,まくり,まくり差し,まくり
202609081101,2026-09-08,11,1R,daily,3-1-4,3-1-2,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609081101,2026-09-08,11,1R,realtime,3-1-4,3-1-2,3-1-6,2-1-3,3-1-5,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609081102,2026-09-08,11,2R,daily,4-1-2,4-1-5,4-1-3,2-1-3,5-1-2,まくり,まくり差し,差し,差し,まくり差し
202609081102,2026-09-08,11,2R,realtime,4-1-5,4-1-2,4-1-3,4-1-6,5-1-2,まくり差し,まくり,差し,まくり,まくり差し
202609081103,2026-09-08,11,3R,daily,3-1-4,4-1-3,4-1-2,3-1-2,4-1-5,まくり差し,差し,まくり,まくり差し,まくり差し
202609081103,2026-09-08,11,3R,realtime,3-1-4,3-1-2,4-1-3,4-1-2,2-1-3,まくり差し,まくり差し,差し,まくり,差し
202609081104,2026-09-08,11,4R,daily,5-1-2,2-1-3,5-1-3,2-1-5,5-1-4,まくり差し,差し,まくり差し,差し,まくり差し
202609081104,2026-09-08,11,4R,realtime,2-1-3,5-1-2,5-1-3,2-1-5,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し
202609081105,2026-09-08,11,5R,daily,4-1-5,4-1-3,4-1-2,5-1-4,5-1-2,まくり差し,差し,まくり,まくり差し,まくり差し
202609081105,2026-09-08,11,5R,realtime,5-1-2,5-1-4,5-1-3,5-1-6,4-1-5,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609081106,2026-09-08,11,6R,daily,3-1-4,3-1-2,3-1-5,2-1-3,4-1-3,まくり差し,まくり差し,まくり差し,差し,差し
202609081106,2026-09-08,11,6R,realtime,3-1-2,3-1-4,2-1-3,3-2-1,3-1-5,まくり差し,まくり差し,差し,まくり,まくり差し
202609081107,2026-09-08,11,7R,daily,5-1-2,3-1-4,3-1-2,5-1-4,2-1-4,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609081107,2026-09-08,11,7R,realtime,5-1-2,5-1-3,5-1-4,5-1-6,2-1-5,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609081108,2026-09-08,11,8R,daily,3-1-4,3-1-2,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609081109,2026-09-08,11,9R,daily,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1,差し,差し,差し,差し,差し
202609081110,2026-09-08,11,10R,daily,2-1-3,2-1-4,3-1-2,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し
202609081111,2026-09-08,11,11R,daily,3-1-4,3-1-2,4-1-2,2-1-3,4-1-3,まくり差し,まくり差し,まくり,差し,差し
202609081112,2026-09-08,11,12R,daily,3-1-4,3-1-2,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202609081301,2026-09-08,13,1R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609081301,2026-09-08,13,1R,realtime,3-1-2,3-1-4,3-1-6,2-1-3,3-2-1,まくり差し,まくり差し,まくり差し,差し,まくり
202609081302,2026-09-08,13,2R,daily,3-1-2,3-1-4,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202609081302,2026-09-08,13,2R,realtime,3-1-4,2-1-4,3-1-2,2-1-3,3-1-5,まくり差し,差し,まくり差し,差し,まくり差し
202609081303,2026-09-08,13,3R,daily,4-1-2,3-1-2,3-1-4,4-1-3,2-1-4,まくり,まくり差し,まくり差し,差し,差し
202609081303,2026-09-08,13,3R,realtime,4-1-2,4-1-5,3-1-4,3-1-5,3-1-2,まくり,まくり差し,まくり差し,まくり差し,まくり差し
202609081304,2026-09-08,13,4R,daily,4-1-2,2-1-3,4-1-3,2-1-4,4-1-5,まくり,差し,差し,差し,まくり差し
202609081304,2026-09-08,13,4R,realtime,4-1-2,2-1-4,4-1-5,2-1-3,4-1-3,まくり,差し,まくり差し,差し,差し
202609081305,2026-09-08,13,5R,daily,2-1-3,2-1-4,2-1-5,5-1-2,5-1-3,差し,差し,差し,まくり差し,まくり差し
202609081305,2026-09-08,13,5R,realtime,2-1-4,2-1-5,2-1-3,5-1-2,5-1-4,差し,差し,差し,まくり差し,まくり差し
202609081306,2026-09-08,13,6R,daily,4-1-2,4-1-5,4-1-3,4-5-1,4-2-1,まくり,まくり差し,差し,まくり,まくり
202609081306,2026-09-08,13,6R,realtime,4-1-5,4-1-2,4-1-3,4-5-1,4-1-6,まくり差し,まくり,差し,まくり,まくり
202609081307,2026-09-08,13,7R,daily,4-1-2,2-1-4,2-1-3,4-1-5,4-1-3,まくり,差し,差し,まくり差し,差し
202609081307,2026-09-08,13,7R,realtime,4-1-2,4-1-6,6-1-2,4-1-3,2-1-4,まくり差し,まくり差し,差し,まくり差し,まくり差し
202609081308,2026-09-08,13,8R,daily,3-1-2,3-1-4,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202609081308,2026-09-08,13,8R,realtime,3-1-2,3-1-5,3-1-4,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609081309,2026-09-08,13,9R,daily,2-1-3,2-1-4,4-1-2,3-1-4,3-1-2,差し,差し,まくり,まくり差し,まくり差し
202609081310,2026-09-08,13,10R,daily,3-1-5,3-1-4,3-1-2,5-1-3,3-1-6,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609081311,2026-09-08,13,11R,daily,2-1-3,2-1-4,3-1-2,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し
202609081312,2026-09-08,13,12R,daily,5-1-2,5-1-4,5-1-3,3-1-4,3-1-2,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609081401,2026-09-08,14,1R,daily,4-1-2,4-1-5,4-1-3,2-1-4,2-1-3,まくり,まくり差し,差し,差し,差し
202609081401,2026-09-08,14,1R,realtime,4-1-6,4-1-2,4-1-3,4-1-5,6-1-2,まくり差し,まくり,差し,まくり,まくり差し
202609081402,2026-09-08,14,2R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-1-6,差し,差し,差し,差し,差し
202609081402,2026-09-08,14,2R,realtime,2-1-3,2-1-4,2-1-5,2-3-1,2-1-6,差し,差し,差し,差し,差し
202609081403,2026-09-08,14,3R,daily,2-1-3,2-1-4,3-1-2,2-1-5,5-1-2,差し,差し,まくり差し,差し,まくり差し
202609081403,2026-09-08,14,3R,realtime,4-1-2,4-1-5,4-1-3,2-1-4,2-1-3,まくり,まくり差し,差し,差し,差し
202609081404,2026-09-08,14,4R,daily,3-1-2,3-1-4,3-1-5,3-1-6,3-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり
202609081404,2026-09-08,14,4R,realtime,3-1-4,3-1-2,3-1-5,3-4-1,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202609081405,2026-09-08,14,5R,daily,3-1-5,3-1-4,3-1-2,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609081405,2026-09-08,14,5R,realtime,3-1-5,3-1-2,3-1-4,3-1-6,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609081406,2026-09-08,14,6R,daily,2-1-3,3-1-2,3-1-4,3-1-5,2-1-4,差し,まくり差し,まくり差し,まくり差し,差し
202609081406,2026-09-08,14,6R,realtime,2-1-3,3-1-2,3-1-5,3-1-4,2-1-4,差し,まくり差し,まくり差し,まくり差し,差し
202609081407,2026-09-08,14,7R,daily,3-1-2,3-1-4,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202609081407,2026-09-08,14,7R,realtime,3-1-2,3-1-4,3-1-5,2-1-3,3-2-1,まくり差し,まくり差し,まくり差し,差し,まくり
202609081408,2026-09-08,14,8R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-2-1,まくり差し,まくり差し,まくり差し,差し,まくり
202609081408,2026-09-08,14,8R,realtime,3-1-4,3-1-2,3-1-5,3-4-1,3-2-1,まくり差し,まくり差し,まくり差し,まくり,まくり
202609081409,2026-09-08,14,9R,daily,4-1-2,4-1-3,3-1-4,4-1-5,2-1-3,まくり,差し,まくり差し,まくり差し,差し
202609081409,2026-09-08,14,9R,realtime,4-1-5,4-1-2,4-1-3,3-1-4,2-1-3,まくり差し,まくり,差し,まくり差し,差し
202609081410,2026-09-08,14,10R,daily,4-1-2,2-1-4,2-1-3,4-2-1,4-1-3,まくり,差し,差し,まくり,差し
202609081410,2026-09-08,14,10R,realtime,2-1-4,2-4-1,2-1-3,4-2-1,4-1-2,差し,差し,差し,まくり,まくり
202609081411,2026-09-08,14,11R,daily,3-1-4,3-1-2,3-1-5,2-1-3,2-1-4,まくり差し,まくり差し,まくり差し,差し,差し
202609081411,2026-09-08,14,11R,realtime,3-1-2,3-1-4,2-1-3,3-1-5,3-2-1,まくり差し,まくり差し,差し,まくり差し,まくり
202609081412,2026-09-08,14,12R,daily,3-1-2,2-1-3,3-1-4,3-1-5,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し
202609081601,2026-09-08,16,1R,daily,2-1-3,3-1-4,3-1-5,3-1-2,2-1-4,差し,まくり差し,まくり差し,まくり差し,差し
202609081601,2026-09-08,16,1R,realtime,3-1-4,3-1-2,2-1-3,2-1-4,3-1-5,まくり差し,まくり差し,差し,差し,まくり差し
202609081602,2026-09-08,16,2R,daily,2-1-4,2-1-3,3-1-2,3-1-4,2-1-5,差し,差し,まくり差し,まくり差し,差し
202609081602,2026-09-08,16,2R,realtime,2-1-5,2-1-3,2-1-4,3-1-2,3-1-4,差し,差し,差し,まくり差し,まくり差し
202609081603,2026-09-08,16,3R,daily,2-1-4,2-1-3,4-1-2,2-4-1,4-1-3,差し,差し,まくり,差し,差し
202609081603,2026-09-08,16,3R,realtime,4-1-6,6-1-2,6-1-4,6-1-3,4-1-2,まくり差し,まくり差し,差し,まくり,まくり差し
202609081604,2026-09-08,16,4R,daily,3-1-4,3-1-2,3-1-5,4-1-2,4-1-3,まくり差し,まくり差し,まくり差し,まくり,差し
202609081604,2026-09-08,16,4R,realtime,4-1-2,3-1-4,4-1-5,4-2-1,3-1-2,まくり,まくり差し,まくり差し,まくり,まくり差し
202609081605,2026-09-08,16,5R,daily,3-1-4,3-1-2,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609081605,2026-09-08,16,5R,realtime,3-1-4,3-1-5,3-1-2,3-1-6,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609081606,2026-09-08,16,6R,daily,2-1-3,2-1-4,3-1-2,3-1-4,2-3-1,差し,差し,まくり差し,まくり差し,差し
202609081606,2026-09-08,16,6R,realtime,2-1-3,3-1-2,2-1-4,3-1-4,3-1-5,差し,まくり差し,差し,まくり差し,まくり差し
202609081607,2026-09-08,16,7R,daily,2-1-4,2-1-3,2-1-5,2-1-6,2-4-1,差し,差し,差し,差し,差し
202609081607,2026-09-08,16,7R,realtime,2-1-6,2-1-4,2-1-3,6-1-2,4-1-2,差し,差し,差し,まくり差し,まくり
202609081608,2026-09-08,16,8R,daily,3-1-4,3-1-2,3-1-5,3-1-6,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609081609,2026-09-08,16,9R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609081610,2026-09-08,16,10R,daily,2-1-4,2-1-3,2-1-5,2-3-1,2-4-1,差し,差し,差し,差し,差し
202609081611,2026-09-08,16,11R,daily,2-1-3,3-1-2,2-1-4,2-1-5,3-1-4,差し,まくり差し,差し,差し,まくり差し
202609081612,2026-09-08,16,12R,daily,4-1-2,4-1-3,4-1-5,2-1-4,3-1-4,まくり,差し,まくり差し,差し,まくり差し
202609082401,2026-09-08,24,1R,daily,2-1-3,3-1-2,2-3-1,3-1-4,3-2-1,差し,まくり差し,差し,まくり差し,まくり
202609082402,2026-09-08,24,2R,daily,2-1-3,3-1-2,2-1-4,2-1-5,3-1-4,差し,まくり差し,差し,差し,まくり差し
202609082403,2026-09-08,24,3R,daily,2-1-3,3-1-5,2-1-5,2-1-4,3-1-4,差し,まくり差し,差し,差し,まくり差し
202609082404,2026-09-08,24,4R,daily,2-1-3,3-1-5,2-1-4,2-1-5,3-1-2,差し,まくり差し,差し,差し,まくり差し
202609082405,2026-09-08,24,5R,daily,3-1-4,3-1-5,2-1-3,3-1-2,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
