レースコード,レース日,レース場コード,レース回,状態,買い目1,買い目2,買い目3,買い目4,買い目5,決まり手1,決まり手2,決まり手3,決まり手4,決まり手5
202609122402,2026-09-12,24,2R,daily,2-1-3,3-1-2,3-1-5,2-1-4,2-1-5,差し,まくり差し,まくり差し,差し,差し
202609122403,2026-09-12,24,3R,daily,3-1-4,2-1-4,2-1-3,4-1-3,3-1-2,まくり差し,差し,差し,差し,まくり差し
202609122404,2026-09-12,24,4R,daily,2-1-3,3-1-4,2-1-4,3-1-2,4-1-3,差し,まくり差し,差し,まくり差し,差し
202609122405,2026-09-12,24,5R,daily,3-1-2,3-1-4,3-1-5,2-1-3,2-1-4,まくり差し,まくり差し,まくり差し,差し,差し
202609122406,2026-09-12,24,6R,daily,3-1-2,3-1-4,3-1-6,2-1-3,3-1-5,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609122407,2026-09-12,24,7R,daily,2-1-3,3-1-4,2-1-4,3-1-2,3-1-5,差し,まくり差し,差し,まくり差し,まくり差し
202609122408,2026-09-12,24,8R,daily,2-1-3,2-1-4,3-1-2,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し
202609122409,2026-09-12,24,9R,daily,2-1-3,3-1-4,3-1-2,3-1-5,2-1-4,差し,まくり差し,まくり差し,まくり差し,差し
202609122410,2026-09-12,24,10R,daily,3-1-4,2-1-4,2-1-3,4-1-3,4-1-2,まくり差し,差し,差し,差し,まくり
202609122411,2026-09-12,24,11R,daily,2-1-4,2-1-3,4-1-2,3-1-2,3-1-4,差し,差し,まくり,まくり差し,まくり差し
202609122412,2026-09-12,24,12R,daily,2-1-3,3-1-2,3-1-4,2-1-4,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し
