レースコード,レース日,レース場,レース回,締切時刻,取得日時,単勝_艇番,単勝_払戻金,複勝_1着_艇番,複勝_1着_払戻金,複勝_2着_艇番,複勝_2着_払戻金,複勝_3着_艇番,複勝_3着_払戻金,2連単_組番,2連単_払戻金,2連単_人気,2連複_組番,2連複_払戻金,2連複_人気,拡連複_1-2着_組番,拡連複_1-2着_払戻金,拡連複_1-2着_人気,拡連複_1-3着_組番,拡連複_1-3着_払戻金,拡連複_1-3着_人気,拡連複_2-3着_組番,拡連複_2-3着_払戻金,拡連複_2-3着_人気,3連単_組番,3連単_払戻金,3連単_人気,3連複_組番,3連複_払戻金,3連複_人気
202609050205,2026-09-05,02,05R,12:44,2026-09-05T12:52:19.204689+09:00,3,1220,3,350,4,100,,,3-4,3260,12,3=4,1060,5,3=4,480,8,2=3,970,14,2=4,380,6,3-4-2,14980,46,2=3=4,2790,10
202609050905,2026-09-05,09,05R,12:44,2026-09-05T12:52:19.204689+09:00,2,350,2,130,1,110,,,2-1,640,3,1=2,250,1,1=2,160,1,2=5,260,7,1=5,200,2,2-1-5,1790,5,1=2=5,420,1
202609052203,2026-09-05,22,03R,12:49,2026-09-05T12:56:18.627411+09:00,2,310,2,150,6,1010,,,2-6,2360,10,2=6,2960,9,2=6,470,6,1=2,150,2,1=6,660,8,2-6-1,9110,33,1=2=6,590,2
202609050405,2026-09-05,04,05R,12:52,2026-09-05T13:01:28.942382+09:00,3,120,3,100,4,150,,,3-4,450,2,3=4,300,2,3=4,140,2,2=3,160,3,2=4,230,4,3-4-2,1230,5,2=3=4,430,3
202609051010,2026-09-05,10,10R,12:58,2026-09-05T13:06:20.648463+09:00,1,270,1,110,2,100,,,1-2,200,1,1=2,210,1,1=2,120,1,1=3,280,6,2=3,270,5,1-2-3,670,1,1=2=3,440,2
202609051705,2026-09-05,17,05R,13:03,2026-09-05T13:10:22.280956+09:00,4,1480,4,1750,6,670,,,4-6,4640,13,4=6,1590,7,4=6,590,9,4=5,1530,14,5=6,330,3,4-6-5,16990,41,4=5=6,2870,11
202609050305,2026-09-05,03,05R,13:02,2026-09-05T13:12:22.494473+09:00,3,230,3,150,5,110,,,3-5,420,2,3=5,240,2,3=5,130,1,2=3,340,6,2=5,150,3,3-5-2,2570,14,2=3=5,500,2
202609051106,2026-09-05,11,06R,13:06,2026-09-05T13:16:20.863625+09:00,1,190,1,100,3,100,,,1-3,420,2,1=3,160,1,1=3,120,1,1=2,130,2,2=3,170,3,1-3-2,640,2,1=2=3,170,1
202609051306,2026-09-05,13,06R,13:10,2026-09-05T13:18:23.438162+09:00,1,110,1,110,3,210,,,1-3,550,4,1=3,460,2,1=3,130,3,1=4,100,1,3=4,130,2,1-3-4,670,3,1=3=4,210,1
202609051810,2026-09-05,18,10R,13:12,2026-09-05T13:22:22.136195+09:00,1,140,1,100,4,180,,,1-4,630,3,1=4,730,3,1=4,160,3,1=2,100,1,2=4,320,6,1-4-2,1460,6,1=2=4,350,2
202609050206,2026-09-05,02,06R,13:14,2026-09-05T13:24:23.918488+09:00,2,200,2,100,3,150,,,2-3,600,1,2=3,340,1,2=3,190,1,1=2,250,4,1=3,240,3,2-3-1,2520,7,1=2=3,590,3
202609050906,2026-09-05,09,06R,13:15,2026-09-05T13:24:23.918488+09:00,3,2990,3,330,1,120,,,3-1,1980,7,1=3,600,2,1=3,190,2,2=3,240,4,1=2,150,1,3-1-2,5810,19,1=2=3,360,1
202609050406,2026-09-05,04,06R,13:22,2026-09-05T13:32:19.374078+09:00,1,170,1,140,2,280,,,1-2,1390,5,1=2,980,5,1=2,470,9,1=3,240,3,2=3,730,14,1-2-3,4970,21,1=2=3,1910,10
202609052204,2026-09-05,22,04R,13:25,2026-09-05T13:34:22.739117+09:00,2,700,2,380,3,160,,,2-3,2290,10,2=3,1570,6,2=3,380,8,1=2,240,4,1=3,170,1,2-3-1,8910,36,1=2=3,540,2
202609050306,2026-09-05,03,06R,13:29,2026-09-05T13:38:19.109111+09:00,2,600,2,400,1,150,,,2-1,3260,15,1=2,980,4,1=2,340,4,2=5,400,6,1=5,120,1,2-1-5,6700,29,1=2=5,1230,5
202609051706,2026-09-05,17,06R,13:31,2026-09-05T13:40:21.248037+09:00,2,190,2,200,1,200,,,2-1,680,2,1=2,330,1,1=2,350,5,2=4,260,3,1=4,400,7,2-1-4,2910,9,1=2=4,760,2
202609051011,2026-09-05,10,11R,13:33,2026-09-05T13:42:21.816203+09:00,4,610,4,150,3,120,,,4-3,750,2,3=4,280,1,3=4,140,1,4=5,350,6,3=5,350,7,4-3-5,1760,4,3=4=5,520,3
202609051107,2026-09-05,11,07R,13:36,2026-09-05T13:44:19.421914+09:00,1,140,1,100,3,130,,,1-3,380,2,1=3,380,2,1=3,160,2,1=5,370,5,3=5,1450,15,1-3-5,4000,14,1=3=5,2170,10
202609051307,2026-09-05,13,07R,13:39,2026-09-05T13:48:24.365746+09:00,1,130,1,100,3,120,,,1-3,160,1,1=3,120,1,1=3,140,1,1=2,170,3,2=3,280,6,1-3-2,510,1,1=2=3,260,1
202609050207,2026-09-05,02,07R,13:45,2026-09-05T13:54:21.276144+09:00,5,2910,5,6300,6,11680,,,5-6,26620,25,5=6,9560,15,5=6,5460,15,1=5,600,9,1=6,780,10,5-6-1,114480,94,1=5=6,4720,12
202609050907,2026-09-05,09,07R,13:46,2026-09-05T13:56:23.090864+09:00,4,480,4,160,1,110,,,4-1,1020,4,1=4,270,1,1=4,160,1,4=5,610,10,1=5,410,7,4-1-5,5990,19,1=4=5,1040,5
202609051811,2026-09-05,18,11R,13:50,2026-09-05T14:00:22.116286+09:00,1,110,1,100,2,170,,,1-2,190,1,1=2,120,1,1=2,130,1,1=3,280,5,2=3,250,3,1-2-3,490,2,1=2=3,310,1
202609050407,2026-09-05,04,07R,13:53,2026-09-05T14:06:23.207185+09:00,4,140,4,120,6,310,,,4-6,750,3,4=6,690,2,4=6,260,4,3=4,180,2,3=6,700,10,4-6-3,4270,16,3=4=6,1740,5
202609050307,2026-09-05,03,07R,13:56,2026-09-05T14:06:23.207185+09:00,1,150,1,130,4,160,,,1-4,920,4,1=4,1020,3,1=4,270,3,1=5,410,7,4=5,1210,12,1-4-5,3820,13,1=4=5,1870,7
202609052205,2026-09-05,22,05R,13:58,2026-09-05T14:06:23.207185+09:00,1,110,1,100,3,180,,,1-3,140,1,1=3,170,1,1=3,120,1,1=6,330,6,3=6,460,7,1-3-6,1130,4,1=3=6,800,3
202609051707,2026-09-05,17,07R,14:02,2026-09-05T14:10:19.917533+09:00,1,220,1,100,5,140,,,1-5,290,1,1=5,220,1,1=5,140,2,1=2,230,3,2=5,580,8,1-5-2,680,1,1=2=5,300,1
202609051108,2026-09-05,11,08R,14:07,2026-09-05T14:16:20.402815+09:00,3,550,3,250,1,150,,,3-1,1820,8,1=3,680,3,1=3,190,1,3=6,440,8,1=6,250,4,3-1-6,7940,24,1=3=6,1450,6
202609051308,2026-09-05,13,08R,14:09,2026-09-05T14:16:20.402815+09:00,1,140,1,100,2,150,,,1-2,250,1,1=2,280,1,1=2,150,1,1=3,160,2,2=3,310,6,1-2-3,630,1,1=2=3,350,1
202609051012,2026-09-05,10,12R,14:11,2026-09-05T14:18:24.414608+09:00,1,130,1,100,3,180,,,1-3,280,1,1=3,230,1,1=3,220,3,1=5,310,4,3=5,410,6,1-3-5,1360,8,1=3=5,750,5
202609050208,2026-09-05,02,08R,14:16,2026-09-05T14:26:18.782622+09:00,1,950,1,180,2,100,,,1-2,2640,9,1=2,520,3,1=2,240,4,1=3,240,5,2=3,180,2,1-2-3,5800,17,1=2=3,560,2
202609050908,2026-09-05,09,08R,14:18,2026-09-05T14:26:18.782622+09:00,1,120,1,130,6,710,,,1-6,4350,13,1=6,4430,11,1=6,610,11,1=5,240,3,5=6,580,10,1-6-5,11780,39,1=5=6,1700,8
202609050308,2026-09-05,03,08R,14:24,2026-09-05T14:34:23.722641+09:00,6,2650,6,250,5,150,,,6-5,4200,10,5=6,1330,5,5=6,160,5,4=6,120,2,4=5,100,1,6-5-4,3840,10,4=5=6,160,1
202609050408,2026-09-05,04,08R,14:24,2026-09-05T14:34:23.722641+09:00,2,240,2,130,4,150,,,2-4,1960,9,2=4,1140,6,2=4,300,5,2=3,380,7,3=4,770,10,2-4-3,5770,28,2=3=4,1880,8
202609052206,2026-09-05,22,06R,14:27,2026-09-05T14:34:23.722641+09:00,1,190,1,180,2,210,,,1-2,440,1,1=2,200,1,1=2,220,2,1=3,220,1,2=3,670,12,1-2-3,1470,3,1=2=3,830,6
202609051812,2026-09-05,18,12R,14:30,2026-09-05T14:40:23.835363+09:00,1,110,1,100,2,280,,,1-2,230,1,1=2,200,1,1=2,130,1,1=4,180,3,2=4,220,5,1-2-4,680,2,1=2=4,320,1
202609051309,2026-09-05,13,09R,14:37,2026-09-05T14:50:25.195457+09:00,1,170,1,100,3,110,,,1-3,270,1,1=3,280,1,1=3,140,1,1=4,140,2,3=4,250,5,1-3-4,580,1,1=3=4,320,1
202609051109,2026-09-05,11,09R,14:39,2026-09-05T14:50:25.195457+09:00,1,270,1,100,2,100,,,1-2,290,1,1=2,190,1,1=2,130,1,1=5,230,4,2=5,200,3,1-2-5,880,2,1=2=5,300,1
202609051708,2026-09-05,17,08R,14:46,2026-09-05T14:54:23.628705+09:00,1,110,1,140,6,1310,,,1-6,2950,6,1=6,2610,6,1=6,580,9,1=2,180,2,2=6,2730,14,1-6-2,11710,24,1=2=6,2090,8
202609050209,2026-09-05,02,09R,14:48,2026-09-05T14:56:21.147957+09:00,2,150,2,190,3,460,,,2-3,890,4,2=3,1130,5,2=3,310,5,2=5,190,2,3=5,650,10,2-3-5,2950,10,2=3=5,890,4
202609050909,2026-09-05,09,09R,14:50,2026-09-05T15:02:35.453106+09:00,1,100,1,100,4,120,,,1-4,350,2,1=4,270,2,1=4,180,2,1=5,340,5,4=5,630,8,1-4-5,2190,8,1=4=5,1150,5
202609050309,2026-09-05,03,09R,14:52,2026-09-05T15:02:35.453106+09:00,1,150,1,100,3,600,,,1-3,460,3,1=3,420,3,1=3,290,4,1=2,270,3,2=3,1460,11,1-3-2,1380,5,1=2=3,840,4
202609050409,2026-09-05,04,09R,14:56,2026-09-05T15:06:18.910808+09:00,4,580,4,300,3,260,,,4-3,4370,20,3=4,1760,10,3=4,300,5,4=5,280,4,3=5,310,7,4-3-5,9340,51,3=4=5,1410,8
202609052207,2026-09-05,22,07R,15:01,2026-09-05T15:10:22.231010+09:00,1,180,1,140,3,110,,,1-3,490,3,1=3,340,2,1=3,150,1,1=4,370,7,3=4,340,5,1-3-4,3230,11,1=3=4,1190,5
202609051310,2026-09-05,13,10R,15:07,2026-09-05T15:16:18.083466+09:00,1,160,1,110,3,170,,,1-3,360,2,1=3,270,1,1=3,200,2,1=5,400,6,3=5,430,7,1-3-5,1900,5,1=3=5,1070,4
202609051110,2026-09-05,11,10R,15:09,2026-09-05T15:18:25.823309+09:00,1,270,1,100,3,120,,,1-3,170,1,1=3,110,1,1=3,110,1,1=2,190,2,2=3,340,10,1-3-2,760,2,1=2=3,370,2
202609051709,2026-09-05,17,09R,15:15,2026-09-05T15:22:22.475187+09:00,1,410,1,480,6,210,,,1-6,730,4,1=6,370,2,1=6,150,2,1=4,220,4,4=6,190,3,1-6-4,3030,15,1=4=6,660,3
202609050101,2026-09-05,01,01R,15:19,2026-09-05T15:26:23.636438+09:00,6,340,6,180,4,200,,,6-4,1260,6,4=6,420,1,4=6,250,3,3=6,440,8,3=4,560,11,6-4-3,8540,34,3=4=6,1160,7
202609051201,2026-09-05,12,01R,15:17,2026-09-05T15:28:16.314184+09:00,4,910,4,250,1,100,,,4-1,2320,6,1=4,320,2,1=4,150,2,4=5,390,5,1=5,400,6,4-1-5,7680,17,1=4=5,1110,5
202609050210,2026-09-05,02,10R,15:21,2026-09-05T15:30:29.481289+09:00,4,970,4,1050,5,420,,,4-5,4760,20,4=5,3520,13,4=5,980,13,2=4,1220,15,2=5,710,11,4-5-2,38780,103,2=4=5,10600,20
202609050310,2026-09-05,03,10R,15:22,2026-09-05T15:32:22.314670+09:00,4,1610,4,370,5,670,,,4-5,6560,19,4=5,10000,14,4=5,650,12,1=4,320,3,1=5,350,5,4-5-1,32840,79,1=4=5,2550,11
202609050910,2026-09-05,09,10R,15:23,2026-09-05T15:32:22.314670+09:00,1,110,1,100,3,120,,,1-3,310,1,1=3,200,1,1=3,120,1,1=2,230,3,2=3,320,6,1-3-2,1000,2,1=2=3,430,1
202609050701,2026-09-05,07,01R,15:25,2026-09-05T15:32:22.314670+09:00,4,240,4,110,1,120,,,4-1,820,4,1=4,310,2,1=4,150,1,4=5,300,4,1=5,410,7,4-1-5,2620,10,1=4=5,940,4
202609052001,2026-09-05,20,01R,15:27,2026-09-05T15:38:21.483597+09:00,1,110,1,100,5,210,,,1-5,670,3,1=5,850,3,1=5,210,3,1=2,200,2,2=5,280,5,1-5-2,2460,9,1=2=5,540,3
202609050410,2026-09-05,04,10R,15:29,2026-09-05T15:38:21.483597+09:00,3,680,3,170,6,370,,,3-6,5980,13,3=6,4200,11,3=6,640,11,3=5,310,3,5=6,380,6,3-6-5,21730,44,3=5=6,3310,10
202609052208,2026-09-05,22,08R,15:31,2026-09-05T15:38:21.483597+09:00,1,130,1,120,2,160,,,1-2,210,1,1=2,210,1,1=2,120,1,1=4,500,8,2=4,520,9,1-2-4,1860,6,1=2=4,1270,4
202609051311,2026-09-05,13,11R,15:36,2026-09-05T15:46:25.263623+09:00,4,100,4,160,2,290,,,4-2,5920,9,2=4,8040,7,2=4,280,6,1=4,140,1,1=2,250,4,4-2-1,17270,31,1=2=4,330,2
202609051111,2026-09-05,11,11R,15:38,2026-09-05T15:46:25.263623+09:00,1,100,1,100,2,300,,,1-2,290,1,1=2,330,2,1=2,220,4,1=3,150,1,2=3,520,7,1-2-3,1050,2,1=2=3,490,1
202609051202,2026-09-05,12,02R,15:42,2026-09-05T15:50:19.191021+09:00,3,740,3,130,1,100,,,3-1,1200,4,1=3,170,1,1=3,130,2,3=5,960,7,1=5,1050,8,3-1-5,12210,22,1=3=5,1890,5
202609050102,2026-09-05,01,02R,15:43,2026-09-05T15:52:21.500963+09:00,1,140,1,160,6,270,,,1-6,1110,4,1=6,850,4,1=6,310,5,1=5,180,1,5=6,230,2,1-6-5,3700,11,1=5=6,700,2
202609051710,2026-09-05,17,10R,15:48,2026-09-05T15:58:18.911454+09:00,1,160,1,170,5,590,,,1-5,1630,6,1=5,1700,7,1=5,410,9,1=2,220,2,2=5,240,3,1-5-2,3460,10,1=2=5,940,4
202609050702,2026-09-05,07,02R,15:50,2026-09-05T15:58:18.911454+09:00,5,1230,5,350,4,190,,,5-4,5500,19,4=5,3780,10,4=5,690,12,5=6,580,11,4=6,790,14,5-4-6,15830,61,4=5=6,1740,8
202609050311,2026-09-05,03,11R,15:53,2026-09-05T16:02:25.930671+09:00,1,200,1,100,6,750,,,1-6,1870,6,1=6,1420,6,1=6,280,4,1=5,310,6,5=6,630,12,1-6-5,5560,21,1=5=6,1160,6
202609050211,2026-09-05,02,11R,15:55,2026-09-05T16:04:19.348816+09:00,2,950,2,320,4,130,,,2-4,1160,7,2=4,660,4,2=4,240,4,2=6,280,5,4=6,210,2,2-4-6,5790,23,2=4=6,860,3
