レースコード,レース日,レース場,レース回,締切時刻,取得日時,単勝_艇番,単勝_払戻金,複勝_1着_艇番,複勝_1着_払戻金,複勝_2着_艇番,複勝_2着_払戻金,複勝_3着_艇番,複勝_3着_払戻金,2連単_組番,2連単_払戻金,2連単_人気,2連複_組番,2連複_払戻金,2連複_人気,拡連複_1-2着_組番,拡連複_1-2着_払戻金,拡連複_1-2着_人気,拡連複_1-3着_組番,拡連複_1-3着_払戻金,拡連複_1-3着_人気,拡連複_2-3着_組番,拡連複_2-3着_払戻金,拡連複_2-3着_人気,3連単_組番,3連単_払戻金,3連単_人気,3連複_組番,3連複_払戻金,3連複_人気
202609132105,2026-09-13,21,05R,10:31,2026-09-13T10:40:25.474206+09:00,1,110,1,100,4,150,,,1-4,420,2,1=4,320,2,1=4,190,2,1=5,2070,12,4=5,1770,11,1-4-5,15510,31,1=4=5,4840,9
202609130901,2026-09-13,09,01R,10:33,2026-09-13T10:42:21.265143+09:00,1,100,1,110,4,150,,,1-4,300,1,1=4,240,1,1=4,120,1,1=6,310,6,4=6,360,7,1-4-6,840,4,1=4=6,770,3
202609131801,2026-09-13,18,01R,10:38,2026-09-13T10:46:24.768159+09:00,4,810,4,440,3,380,,,4-3,9630,19,3=4,8150,13,3=4,1270,12,4=6,1950,14,3=6,2220,15,4-3-6,89750,90,3=4=6,13580,20
202609130801,2026-09-13,08,01R,10:43,2026-09-13T10:52:22.619484+09:00,2,410,2,210,3,180,,,2-3,2510,8,2=3,1650,5,2=3,200,4,1=2,120,1,1=3,140,2,2-3-1,4640,15,1=2=3,230,1
202609130201,2026-09-13,02,01R,10:47,2026-09-13T10:56:24.428941+09:00,2,440,2,180,1,100,,,2-1,990,4,1=2,270,1,1=2,180,2,2=3,190,4,1=3,190,3,2-1-3,3520,8,1=2=3,380,1
202609131006,2026-09-13,10,06R,10:50,2026-09-13T10:58:27.037689+09:00,3,750,3,160,6,460,,,3-6,2010,6,3=6,1370,5,3=6,240,3,2=3,460,10,2=6,310,5,3-6-2,10100,45,2=3=6,1240,7
202609131701,2026-09-13,17,01R,10:56,2026-09-13T11:04:19.297567+09:00,1,150,1,120,3,130,,,1-3,440,2,1=3,230,1,1=3,150,1,1=4,220,3,3=4,330,7,1-3-4,860,3,1=3=4,580,3
202609131102,2026-09-13,11,02R,10:58,2026-09-13T11:06:23.585633+09:00,1,300,1,270,3,310,,,1-3,930,4,1=3,430,3,1=3,110,2,1=2,110,1,2=3,140,3,1-3-2,1620,6,1=2=3,240,1
202609130902,2026-09-13,09,02R,11:00,2026-09-13T11:10:21.469641+09:00,4,540,4,190,5,530,,,4-5,1380,5,4=5,2010,9,4=5,300,4,1=4,160,1,1=5,400,8,4-5-1,4420,16,1=4=5,870,4
202609130501,2026-09-13,05,01R,11:03,2026-09-13T11:12:21.750584+09:00,4,190,4,140,1,230,,,4-1,1020,4,1=4,330,1,1=4,160,1,4=5,170,2,1=5,290,5,4-1-5,1810,6,1=4=5,470,2
202609132106,2026-09-13,21,06R,11:05,2026-09-13T11:12:21.750584+09:00,1,120,1,100,4,150,,,1-4,360,1,1=4,300,1,1=4,130,1,1=3,180,2,3=4,200,5,1-4-3,880,3,1=3=4,350,2
202609131802,2026-09-13,18,02R,11:08,2026-09-13T11:16:26.556320+09:00,1,120,1,120,3,200,,,1-3,800,3,1=3,580,3,1=3,160,2,1=2,200,3,2=3,290,5,1-3-2,1830,4,1=2=3,460,2
