レースコード,レース日,レース場コード,レース回,1枠_登録番号,1枠_推定ST,1枠_推定ST_p25,1枠_推定ST_p75,2枠_登録番号,2枠_推定ST,2枠_推定ST_p25,2枠_推定ST_p75,3枠_登録番号,3枠_推定ST,3枠_推定ST_p25,3枠_推定ST_p75,4枠_登録番号,4枠_推定ST,4枠_推定ST_p25,4枠_推定ST_p75,5枠_登録番号,5枠_推定ST,5枠_推定ST_p25,5枠_推定ST_p75,6枠_登録番号,6枠_推定ST,6枠_推定ST_p25,6枠_推定ST_p75
202609100307,2026-09-10,03,07R,5138,0.1651,0.1264,0.2038,4880,0.1537,0.1187,0.1887,4661,0.162,0.1168,0.2072,4004,0.1669,0.1272,0.2066,4604,0.1362,0.1012,0.1712,3931,0.1643,0.1218,0.2067
202609100308,2026-09-10,03,08R,5098,0.1376,0.0971,0.1781,4257,0.1347,0.0957,0.1736,4000,0.1561,0.117,0.1952,3655,0.2006,0.1622,0.2391,3685,0.2011,0.1473,0.255,5378,0.2217,0.1696,0.2737
202609100309,2026-09-10,03,09R,4623,0.1474,0.1063,0.1886,5120,0.1676,0.126,0.2092,4179,0.1457,0.1105,0.1809,5087,0.1666,0.1266,0.2066,4407,0.1584,0.1181,0.1986,4173,0.1772,0.1353,0.2192
202609100310,2026-09-10,03,10R,4189,0.1833,0.1315,0.235,3857,0.1832,0.1415,0.2249,3956,0.156,0.1202,0.1918,5071,0.1411,0.0995,0.1826,4258,0.1903,0.1409,0.2398,5315,0.1897,0.1383,0.2412
202609100311,2026-09-10,03,11R,4418,0.106,0.0728,0.1392,4471,0.1459,0.0998,0.192,4438,0.1077,0.0694,0.1461,4661,0.165,0.1198,0.2102,4427,0.1332,0.0987,0.1677,3944,0.1965,0.1488,0.2442
202609100312,2026-09-10,03,12R,3256,0.1308,0.0914,0.1702,4604,0.1363,0.1013,0.1713,4598,0.136,0.0927,0.1794,4000,0.1591,0.12,0.1982,4452,0.1635,0.1232,0.2038,4888,0.1799,0.1388,0.221
202609100401,2026-09-10,04,01R,4414,0.1607,0.115,0.2065,4844,0.1686,0.1261,0.211,5264,0.1713,0.1276,0.215,3551,0.1709,0.1225,0.2193,4240,0.133,0.0963,0.1697,5314,0.1818,0.1343,0.2292
202609100402,2026-09-10,04,02R,5164,0.1924,0.1471,0.2377,4065,0.1687,0.1289,0.2084,4941,0.1998,0.1606,0.239,4289,0.1519,0.1118,0.1921,4882,0.1933,0.1481,0.2385,4874,0.1881,0.1418,0.2344
202609100403,2026-09-10,04,03R,4186,0.1386,0.0946,0.1826,4893,0.1335,0.0906,0.1765,4275,0.1971,0.1537,0.2406,4927,0.1443,0.1107,0.178,5310,0.2111,0.1437,0.2784,5201,0.204,0.1606,0.2473
202609100404,2026-09-10,04,04R,4730,0.1411,0.1005,0.1817,5165,0.1738,0.1156,0.2319,3845,0.1863,0.1452,0.2275,4791,0.1719,0.1294,0.2144,5454,0.2025,0.1577,0.2474,5320,0.1688,0.1278,0.2097
202609100405,2026-09-10,04,05R,5357,0.1547,0.0985,0.2109,4090,0.1527,0.1166,0.1888,5361,0.2011,0.1513,0.251,4844,0.1656,0.1231,0.208,4690,0.1804,0.129,0.2318,4895,0.1685,0.1252,0.2119
202609100406,2026-09-10,04,06R,4501,0.1425,0.0869,0.198,4414,0.1682,0.1225,0.214,5003,0.1552,0.0861,0.2244,4065,0.1657,0.1259,0.2054,4941,0.2057,0.1665,0.2449,4175,0.1377,0.1015,0.1739
202609100407,2026-09-10,04,07R,4781,0.1861,0.1361,0.2361,5264,0.1773,0.1336,0.221,3551,0.1679,0.1195,0.2163,4275,0.2001,0.1567,0.2436,4536,0.1598,0.1178,0.2018,5370,0.1927,0.1417,0.2438
202609100408,2026-09-10,04,08R,4240,0.1256,0.0889,0.1623,5314,0.1684,0.1209,0.2158,5310,0.2052,0.1378,0.2725,5165,0.1708,0.1126,0.2289,4186,0.146,0.102,0.19,4854,0.2273,0.1866,0.268
202609100409,2026-09-10,04,09R,3993,0.1469,0.1026,0.1913,5213,0.1842,0.149,0.2194,4289,0.1489,0.1088,0.1891,4283,0.1671,0.1197,0.2145,4525,0.15,0.1115,0.1886,5164,0.2133,0.168,0.2586
202609100410,2026-09-10,04,10R,4175,0.1168,0.0806,0.153,4690,0.1805,0.1291,0.2319,4791,0.1689,0.1264,0.2114,3845,0.1893,0.1482,0.2305,4090,0.1526,0.1165,0.1887,4501,0.1634,0.1078,0.2189
202609100411,2026-09-10,04,11R,4895,0.1476,0.1043,0.191,4536,0.1599,0.1179,0.2019,4927,0.1413,0.1077,0.175,5003,0.1582,0.0891,0.2274,4893,0.1334,0.0905,0.1764,4730,0.162,0.1214,0.2026
202609100412,2026-09-10,04,12R,4266,0.1365,0.0844,0.1885,4847,0.1289,0.0907,0.1671,4998,0.1083,0.0715,0.145,4387,0.1374,0.101,0.1739,4478,0.1448,0.1051,0.1845,5253,0.2572,0.2084,0.3059
202609100501,2026-09-10,05,01R,4465,0.183,0.1278,0.2381,3934,0.1601,0.1185,0.2016,3647,0.1487,0.1052,0.1923,5042,0.1649,0.1286,0.2012,3641,0.175,0.129,0.2211,3519,0.2163,0.1456,0.2871
202609100502,2026-09-10,05,02R,3977,0.1501,0.1081,0.192,4140,0.163,0.1246,0.2014,3582,0.1449,0.1079,0.182,3813,0.1623,0.1203,0.2044,4491,0.183,0.141,0.225,2538,0.2256,0.176,0.2752
202609100503,2026-09-10,05,03R,3635,0.1619,0.1222,0.2016,4227,0.1645,0.1179,0.2112,3947,0.164,0.127,0.2009,3792,0.1622,0.1268,0.1975,3489,0.1428,0.1058,0.1798,5449,0.2018,0.1481,0.2555
202609100504,2026-09-10,05,04R,3463,0.1664,0.1285,0.2044,3997,0.1479,0.1107,0.1851,3507,0.1898,0.1419,0.2377,3713,0.1739,0.1395,0.2082,4146,0.1519,0.1052,0.1987,4619,0.1655,0.1117,0.2194
202609100505,2026-09-10,05,05R,4210,0.1424,0.1034,0.1815,4055,0.1502,0.1091,0.1913,4035,0.2016,0.1559,0.2473,3990,0.1576,0.1131,0.2022,4645,0.1379,0.0979,0.1778,4470,0.1462,0.1094,0.1831
202609100506,2026-09-10,05,06R,5042,0.1604,0.1241,0.1967,4565,0.1668,0.1271,0.2064,3965,0.151,0.0997,0.2023,4587,0.1858,0.1326,0.2389,4031,0.1612,0.1172,0.2053,5262,0.2137,0.1617,0.2657
202609100507,2026-09-10,05,07R,4376,0.1416,0.1115,0.1717,3740,0.1622,0.1224,0.202,3519,0.1969,0.1262,0.2677,4491,0.1801,0.1381,0.2221,3772,0.1434,0.1069,0.1799,5449,0.2018,0.1481,0.2555
202609100508,2026-09-10,05,08R,4420,0.1451,0.1082,0.1819,3713,0.1769,0.1425,0.2112,3792,0.1592,0.1238,0.1945,3848,0.1376,0.0969,0.1783,4281,0.1514,0.1106,0.1921,5433,0.2383,0.1921,0.2844
202609100509,2026-09-10,05,09R,4146,0.1445,0.0978,0.1913,4645,0.138,0.098,0.1779,4465,0.1845,0.1293,0.2396,2538,0.2092,0.1596,0.2588,5103,0.1874,0.1314,0.2435,4227,0.1779,0.1313,0.2246
202609100510,2026-09-10,05,10R,3997,0.1404,0.1032,0.1776,3582,0.1509,0.1139,0.188,4470,0.1268,0.09,0.1637,3947,0.167,0.13,0.2039,3934,0.16,0.1184,0.2015,4587,0.2022,0.149,0.2553
202609100511,2026-09-10,05,11R,3641,0.1676,0.1216,0.2137,3507,0.1958,0.1479,0.2437,3813,0.1593,0.1173,0.2014,4430,0.1494,0.1129,0.186,4210,0.1498,0.1108,0.1889,4031,0.1747,0.1307,0.2188
202609100512,2026-09-10,05,12R,3740,0.1547,0.1149,0.1945,4656,0.1481,0.1124,0.1838,4140,0.157,0.1186,0.1954,3635,0.1664,0.1267,0.2061,4055,0.1501,0.109,0.1912,3965,0.1704,0.1191,0.2217
202609101301,2026-09-10,13,01R,3581,0.1738,0.1346,0.2131,3643,0.176,0.1347,0.2173,5089,0.143,0.1065,0.1796,4176,0.1636,0.115,0.2122,4672,0.1675,0.1288,0.2061,4729,0.1906,0.1506,0.2305
202609101302,2026-09-10,13,02R,5244,0.156,0.1106,0.2013,4039,0.1504,0.1106,0.1902,3838,0.1347,0.1004,0.169,5448,0.185,0.1307,0.2392,3663,0.1733,0.1359,0.2108,3870,0.1923,0.1471,0.2376
202609101303,2026-09-10,13,03R,5328,0.1454,0.1063,0.1846,4079,0.1485,0.1152,0.1817,4297,0.1137,0.08,0.1475,3584,0.172,0.1349,0.2092,5372,0.1884,0.1187,0.2581,3577,0.1611,0.1187,0.2036
202609101304,2026-09-10,13,04R,3984,0.1486,0.1172,0.1801,4042,0.1847,0.1455,0.224,4902,0.1829,0.1469,0.2188,4750,0.1564,0.115,0.1979,4608,0.1529,0.1095,0.1963,3860,0.2017,0.1586,0.2448
202609101305,2026-09-10,13,05R,4308,0.1475,0.1083,0.1866,5339,0.1634,0.1211,0.2058,3574,0.1502,0.1112,0.1892,4251,0.1918,0.1456,0.2379,4172,0.1553,0.113,0.1976,5307,0.185,0.1316,0.2384
202609101306,2026-09-10,13,06R,4184,0.1403,0.1032,0.1774,4247,0.1464,0.1034,0.1893,3731,0.1613,0.1247,0.1978,4152,0.1773,0.1375,0.217,4176,0.1665,0.1179,0.2151,5244,0.1769,0.1315,0.2222
202609101307,2026-09-10,13,07R,4729,0.1697,0.1297,0.2096,4515,0.1617,0.1251,0.1983,4121,0.1248,0.0896,0.16,2878,0.1629,0.1237,0.2021,4049,0.1488,0.1068,0.1907,5448,0.2014,0.1471,0.2556
202609101308,2026-09-10,13,08R,3860,0.1808,0.1377,0.2239,4672,0.1676,0.1289,0.2062,4002,0.1324,0.0957,0.1692,3870,0.1759,0.1307,0.2212,3548,0.1258,0.0884,0.1632,5372,0.2019,0.1322,0.2716
202609101309,2026-09-10,13,09R,3975,0.1243,0.0907,0.158,3577,0.1477,0.1053,0.1902,5307,0.1656,0.1122,0.219,4036,0.1418,0.1031,0.1804,3853,0.1782,0.1352,0.2213,3581,0.1947,0.1555,0.234
202609101310,2026-09-10,13,10R,4297,0.1122,0.0785,0.146,4184,0.1478,0.1107,0.1849,4042,0.1787,0.1395,0.218,3574,0.1532,0.1142,0.1922,5089,0.1489,0.1124,0.1855,4902,0.2023,0.1663,0.2382
202609101311,2026-09-10,13,11R,5339,0.1559,0.1136,0.1983,4152,0.1803,0.1405,0.22,4308,0.149,0.1098,0.1881,4079,0.1455,0.1122,0.1787,4515,0.1616,0.125,0.1982,3984,0.1695,0.1381,0.201
202609101312,2026-09-10,13,12R,4002,0.1309,0.0942,0.1677,5328,0.1529,0.1138,0.1921,4251,0.1888,0.1426,0.2349,4608,0.15,0.1066,0.1934,4121,0.1307,0.0955,0.1659,4247,0.1598,0.1168,0.2027
202609101401,2026-09-10,14,01R,4642,0.1487,0.1104,0.187,4400,0.185,0.1433,0.2267,5153,0.1615,0.1182,0.2047,4878,0.1726,0.1336,0.2116,4784,0.2159,0.1719,0.2599,5380,0.2796,0.2346,0.3247
202609101402,2026-09-10,14,02R,4678,0.1784,0.1406,0.2161,4845,0.2064,0.1658,0.247,5069,0.1486,0.105,0.1922,5056,0.1568,0.1185,0.1951,4885,0.1328,0.0923,0.1733,4965,0.1846,0.1376,0.2317
202609101403,2026-09-10,14,03R,4775,0.1231,0.0758,0.1704,5195,0.1504,0.111,0.1898,4901,0.166,0.1273,0.2047,5180,0.1807,0.1277,0.2338,4738,0.165,0.1297,0.2003,5440,0.1964,0.148,0.2448
202609101404,2026-09-10,14,04R,4680,0.1799,0.1338,0.2261,4900,0.1619,0.1196,0.2042,4689,0.1464,0.1093,0.1835,4733,0.132,0.0977,0.1662,5193,0.1562,0.114,0.1985,5334,0.2308,0.1821,0.2795
202609101405,2026-09-10,14,05R,4714,0.1535,0.1108,0.1962,4746,0.1773,0.1283,0.2264,4984,0.1973,0.1437,0.2509,4974,0.1733,0.1387,0.2078,4372,0.1591,0.1243,0.1939,5390,0.1822,0.1397,0.2247
202609101406,2026-09-10,14,06R,3470,0.1627,0.1153,0.21,5342,0.1773,0.1328,0.2217,5198,0.177,0.1351,0.219,5380,0.2632,0.2182,0.3083,4450,0.179,0.1347,0.2233,4530,0.1521,0.113,0.1911
202609101407,2026-09-10,14,07R,4878,0.1681,0.1291,0.2071,4843,0.1805,0.138,0.2229,4611,0.1289,0.0827,0.175,4678,0.1829,0.1451,0.2206,5180,0.1836,0.1306,0.2367,4050,0.1678,0.1276,0.208
202609101408,2026-09-10,14,08R,4689,0.1449,0.1078,0.182,4784,0.216,0.172,0.26,4720,0.1909,0.1466,0.2351,5189,0.1917,0.1371,0.2463,4347,0.1615,0.1244,0.1986,4845,0.2198,0.1792,0.2604
202609101409,2026-09-10,14,09R,4546,0.1478,0.1103,0.1852,5069,0.1546,0.111,0.1982,4900,0.1559,0.1136,0.1982,4627,0.1409,0.1036,0.1782,5440,0.1829,0.1345,0.2313,5056,0.1732,0.1349,0.2115
202609101410,2026-09-10,14,10R,4530,0.1312,0.0921,0.1702,4738,0.1651,0.1298,0.2004,4733,0.129,0.0947,0.1632,4901,0.169,0.1303,0.2077,4642,0.1561,0.1178,0.1944,4714,0.1744,0.1317,0.2171
202609101411,2026-09-10,14,11R,4885,0.1254,0.0849,0.1659,5193,0.1563,0.1141,0.1986,4974,0.1703,0.1357,0.2048,5198,0.18,0.1381,0.222,5195,0.1503,0.1109,0.1897,3470,0.1836,0.1362,0.2309
202609101412,2026-09-10,14,12R,4450,0.1716,0.1273,0.2159,4347,0.1616,0.1245,0.1987,4050,0.1484,0.1082,0.1886,4775,0.1276,0.0803,0.1749,4611,0.1348,0.0886,0.1809,4680,0.2008,0.1547,0.247
202609101601,2026-09-10,16,01R,4364,0.116,0.0824,0.1496,4374,0.1553,0.1225,0.1881,4449,0.1495,0.1024,0.1967,3866,0.1892,0.1426,0.2359,4382,0.1651,0.1273,0.203,5464,0.2144,0.1565,0.2722
202609101602,2026-09-10,16,02R,5335,0.1644,0.1173,0.2115,4797,0.2128,0.1655,0.2601,5338,0.1267,0.0744,0.1789,5265,0.1513,0.1108,0.1918,3988,0.1255,0.0913,0.1597,5074,0.1989,0.1582,0.2397
202609101603,2026-09-10,16,03R,4343,0.1621,0.1169,0.2074,5286,0.1444,0.1018,0.187,4460,0.1352,0.0871,0.1832,4754,0.1495,0.1172,0.1819,4067,0.1578,0.1203,0.1953,5358,0.2284,0.1817,0.2752
202609101604,2026-09-10,16,04R,5124,0.1409,0.1006,0.1813,5292,0.1844,0.1339,0.2349,5047,0.1555,0.1095,0.2015,4030,0.1307,0.0955,0.166,3284,0.2191,0.1678,0.2705,4314,0.1591,0.1108,0.2075
202609101605,2026-09-10,16,05R,4789,0.1469,0.0953,0.1985,4728,0.2048,0.1664,0.2432,4286,0.1372,0.1021,0.1723,4788,0.132,0.089,0.175,5326,0.1662,0.124,0.2084,4410,0.1628,0.1242,0.2013
202609101606,2026-09-10,16,06R,5338,0.1252,0.0729,0.1774,4436,0.1666,0.1301,0.2031,5109,0.1391,0.0885,0.1897,5299,0.1127,0.0768,0.1487,4350,0.1256,0.094,0.1572,4449,0.1689,0.1218,0.2161
202609101607,2026-09-10,16,07R,4924,0.1665,0.1248,0.2082,5076,0.1533,0.1071,0.1994,4797,0.2068,0.1595,0.2541,5286,0.1414,0.0988,0.184,5464,0.2009,0.143,0.2587,4441,0.1295,0.0948,0.1641
202609101608,2026-09-10,16,08R,4446,0.1325,0.097,0.1681,5074,0.1855,0.1448,0.2263,4314,0.1397,0.0914,0.1881,5358,0.212,0.1653,0.2588,3866,0.1921,0.1455,0.2388,5423,0.262,0.2012,0.3227
202609101609,2026-09-10,16,09R,4072,0.1223,0.0863,0.1583,4460,0.1412,0.0931,0.1892,4131,0.1521,0.105,0.1993,4789,0.1514,0.0998,0.203,4499,0.1984,0.1531,0.2437,5335,0.1853,0.1382,0.2324
202609101610,2026-09-10,16,10R,5265,0.1468,0.1063,0.1873,4828,0.1681,0.1311,0.2051,4382,0.1592,0.1214,0.1971,5047,0.1585,0.1125,0.2045,4286,0.1431,0.108,0.1782,4436,0.18,0.1435,0.2165
202609101611,2026-09-10,16,11R,4030,0.1262,0.091,0.1615,5299,0.1157,0.0798,0.1517,4364,0.1175,0.0839,0.1511,4728,0.2018,0.1634,0.2402,4754,0.1524,0.1201,0.1848,3988,0.139,0.1048,0.1732
202609101612,2026-09-10,16,12R,4350,0.1182,0.0866,0.1498,4441,0.1161,0.0814,0.1507,4067,0.1519,0.1144,0.1894,4446,0.137,0.1015,0.1726,5292,0.1843,0.1338,0.2348,4788,0.1484,0.1054,0.1914
202609101701,2026-09-10,17,01R,4732,0.1071,0.0697,0.1445,3637,0.1774,0.1286,0.2262,4952,0.168,0.122,0.214,5249,0.143,0.0978,0.1883,3920,0.1734,0.1316,0.2151,5450,0.2026,0.1516,0.2537
202609101702,2026-09-10,17,02R,5236,0.1559,0.1146,0.1971,3497,0.1698,0.1254,0.2142,4461,0.1491,0.1072,0.191,5041,0.2026,0.1535,0.2518,3503,0.1532,0.1116,0.1947,5452,0.2159,0.1715,0.2603
202609101703,2026-09-10,17,03R,3381,0.1249,0.0844,0.1655,3684,0.1782,0.1193,0.2371,4969,0.1717,0.1177,0.2257,4832,0.144,0.1007,0.1873,4428,0.1172,0.082,0.1524,4406,0.1595,0.122,0.1969
202609101704,2026-09-10,17,04R,3662,0.1546,0.1142,0.195,5035,0.1568,0.1154,0.1983,3556,0.1424,0.1041,0.1808,4231,0.169,0.1336,0.2044,4158,0.1591,0.1227,0.1956,4241,0.1756,0.1272,0.224
202609101705,2026-09-10,17,05R,3265,0.1472,0.1092,0.1852,5311,0.167,0.1205,0.2136,4593,0.1474,0.1085,0.1863,4302,0.1302,0.0929,0.1674,3748,0.1816,0.1398,0.2235,4650,0.1656,0.1252,0.2061
202609101706,2026-09-10,17,06R,4839,0.1251,0.0808,0.1693,4134,0.1661,0.1283,0.2039,5249,0.14,0.0948,0.1853,4601,0.1156,0.0788,0.1524,5384,0.2186,0.1659,0.2712,4023,0.19,0.1488,0.2313
202609101707,2026-09-10,17,07R,4808,0.1475,0.1034,0.1916,3503,0.1533,0.1117,0.1948,4201,0.1414,0.1003,0.1826,3333,0.1421,0.1006,0.1836,5450,0.1891,0.1381,0.2402,4574,0.1962,0.1516,0.2408
202609101708,2026-09-10,17,08R,4332,0.201,0.1555,0.2464,3920,0.1735,0.1317,0.2152,4637,0.1619,0.1221,0.2018,4406,0.1431,0.1056,0.1805,4514,0.1817,0.1377,0.2256,3497,0.1832,0.1388,0.2276
202609101709,2026-09-10,17,09R,4428,0.1098,0.0746,0.145,3868,0.1788,0.1419,0.2158,5036,0.1249,0.087,0.1628,4461,0.1521,0.1102,0.194,3556,0.1483,0.11,0.1867,3637,0.1908,0.142,0.2396
202609101710,2026-09-10,17,10R,4158,0.1517,0.1153,0.1882,4570,0.1497,0.1135,0.1859,3381,0.1264,0.0859,0.167,4952,0.171,0.125,0.217,5452,0.2024,0.158,0.2468,4302,0.1466,0.1093,0.1838
202609101711,2026-09-10,17,11R,4832,0.1395,0.0962,0.1828,3265,0.1547,0.1167,0.1927,4601,0.1126,0.0758,0.1494,4732,0.1116,0.0742,0.149,5041,0.2055,0.1564,0.2547,5035,0.1702,0.1288,0.2117
202609101712,2026-09-10,17,12R,3333,0.1376,0.0961,0.1791,4241,0.1622,0.1138,0.2106,3684,0.1722,0.1133,0.2311,4514,0.1788,0.1348,0.2227,4134,0.166,0.1282,0.2038,4593,0.1668,0.1279,0.2057
202609102001,2026-09-10,20,01R,4204,0.1698,0.1248,0.2148,4891,0.1517,0.1164,0.187,4484,0.192,0.1186,0.2653,4076,0.1924,0.1521,0.2328,5263,0.159,0.1205,0.1975,4873,0.1917,0.1495,0.2339
202609102002,2026-09-10,20,02R,3880,0.1832,0.1389,0.2276,3175,0.1555,0.1152,0.1958,5373,0.2108,0.133,0.2887,4043,0.1498,0.1089,0.1907,5382,0.1879,0.1429,0.2329,4529,0.1421,0.1071,0.1772
202609102003,2026-09-10,20,03R,3362,0.1678,0.1277,0.2079,4357,0.1628,0.1241,0.2015,4085,0.1883,0.146,0.2305,4424,0.1492,0.1111,0.1872,3539,0.1818,0.1432,0.2204,5429,0.2291,0.1835,0.2747
202609102004,2026-09-10,20,04R,4462,0.1446,0.1065,0.1827,4518,0.1932,0.1504,0.236,5316,0.1509,0.1144,0.1874,4034,0.194,0.1547,0.2332,4230,0.1624,0.1256,0.1992,3999,0.1879,0.1466,0.2293
202609102005,2026-09-10,20,05R,4209,0.1555,0.1195,0.1914,4296,0.1356,0.0972,0.174,5248,0.1763,0.1333,0.2192,3833,0.1299,0.0918,0.168,5033,0.1895,0.1417,0.2373,5219,0.1755,0.1316,0.2193
202609102006,2026-09-10,20,06R,4009,0.1239,0.092,0.1557,4274,0.1447,0.1039,0.1854,5014,0.1553,0.1141,0.1964,4273,0.1787,0.1323,0.2252,4373,0.1837,0.145,0.2223,3737,0.1633,0.1204,0.2061
202609102007,2026-09-10,20,07R,4551,0.1758,0.1221,0.2294,4094,0.1716,0.1379,0.2053,4600,0.1463,0.0998,0.1927,5373,0.2138,0.136,0.2917,5429,0.2156,0.17,0.2612,4014,0.1985,0.1547,0.2422
202609102008,2026-09-10,20,08R,4518,0.1857,0.1429,0.2285,4816,0.1378,0.0955,0.1801,4424,0.1462,0.1081,0.1842,5263,0.1561,0.1176,0.1946,3880,0.1906,0.1463,0.235,4396,0.1953,0.1466,0.244
202609102009,2026-09-10,20,09R,5085,0.1791,0.1374,0.2208,5219,0.1621,0.1182,0.2059,3362,0.1693,0.1292,0.2094,3388,0.1668,0.1259,0.2077,4484,0.1979,0.1245,0.2712,5468,0.2123,0.1588,0.2658
202609102010,2026-09-10,20,10R,4043,0.1453,0.1044,0.1862,4873,0.1783,0.1361,0.2205,4296,0.1296,0.0912,0.168,4230,0.1595,0.1227,0.1963,4085,0.1942,0.1519,0.2364,4274,0.1581,0.1173,0.1988
202609102011,2026-09-10,20,11R,4357,0.1553,0.1166,0.194,4034,0.197,0.1577,0.2362,4551,0.1773,0.1236,0.2309,4529,0.1257,0.0907,0.1608,4204,0.1772,0.1322,0.2222,3833,0.1463,0.1082,0.1844
202609102012,2026-09-10,20,12R,4373,0.1763,0.1376,0.2149,4014,0.1851,0.1413,0.2288,3999,0.1685,0.1272,0.2099,3175,0.1525,0.1122,0.1928,5248,0.1822,0.1392,0.2251,4891,0.1651,0.1298,0.2004
202609102101,2026-09-10,21,01R,5160,0.14,0.1051,0.1749,5383,0.1443,0.096,0.1927,3357,0.1967,0.1466,0.2467,5457,0.1923,0.1404,0.2443,3843,0.1638,0.1184,0.2092,3509,0.1609,0.1163,0.2055
